experiment,prompt_strategy,director_model,matcher_model,session_id,round,object_num,basket_id,left_extractor,left_gpt_model,right_extractor,right_gpt_model,left_re_words,right_re_words,word_count_delta_right_minus_left,multiset_jaccard,left_referring_expression,right_referring_expression
ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_2,4,6,6,deterministic,,deterministic,,41,41,0,1.0,"(next in sequence): a deep, rounded bucket basket with ONE thick dark (almost black) arched handle and a lighter tan band around the rim/top edge—overall darker brown body. ’s body is noticeably darker/gray-brown than most. Next is","(next in sequence): a deep, rounded bucket basket with ONE thick dark (almost black) arched handle and a lighter tan band around the rim/top edge—overall darker brown body. ’s body is noticeably darker/gray-brown than most. Next is"
ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_2,4,7,7,deterministic,,deterministic,,54,54,0,1.0,"a tall straight-sided CYLINDER (like a wicker wastebasket) with two small loop handles near the rim; no big arch handle. The weave looks more vertical/slatted with darker bands. has two small loop handles that stick up above the rim (not cut-out holes). It’s the tall, straight-sided cylindrical ‘wastebasket’ shape.","a tall straight-sided CYLINDER (like a wicker wastebasket) with two small loop handles near the rim; no big arch handle. The weave looks more vertical/slatted with darker bands. has two small loop handles that stick up above the rim (not cut-out holes). It’s the tall, straight-sided cylindrical ‘wastebasket’ shape."
ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_2,4,8,8,deterministic,,deterministic,,80,80,0,1.0,"a boxy rectangular picnic-style basket in light honey-brown, with one tall central handle—and a distinctive diagonal support strap running from the top of the handle down to one corner/side. Open top, tight vertical reed weaving. Confirm when you’ve got the one with that diagonal brace. fully open (no lid), and the diagonal support strap is clearly on the OUTSIDE, running from near the top of the handle down to a side/corner of the basket.","a boxy rectangular picnic-style basket in light honey-brown, with one tall central handle—and a distinctive diagonal support strap running from the top of the handle down to one corner/side. Open top, tight vertical reed weaving. Confirm when you’ve got the one with that diagonal brace. fully open (no lid), and the diagonal support strap is clearly on the OUTSIDE, running from near the top of the handle down to a side/corner of the basket."
ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_2,4,9,9,deterministic,,deterministic,,58,58,0,1.0,"the novelty animal basket that’s a FRONT-FACING cat—round squat body with a cat face painted on the top (eyes/whiskers) and little feet at the bottom. Not the side-profile animal. the front-facing cat (you see the painted cat face head-on, with little feet at the bottom), NOT the side-profile animal basket.","the novelty animal basket that’s a FRONT-FACING cat—round squat body with a cat face painted on the top (eyes/whiskers) and little feet at the bottom. Not the side-profile animal. the front-facing cat (you see the painted cat face head-on, with little feet at the bottom), NOT the side-profile animal basket."
ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_3,1,1,1,deterministic,,deterministic,,56,56,0,1.0,"a novelty wicker basket shaped like a duck/bird—rounded body with a small head on the right, visible beak and a little colored eye; there’s an opening/lid area on top (like a handle/lid integrated). Let me know when you’ve got that one placed. the duck/bird shape (side profile with beak);","a novelty wicker basket shaped like a duck/bird—rounded body with a small head on the right, visible beak and a little colored eye; there’s an opening/lid area on top (like a handle/lid integrated). Let me know when you’ve got that one placed. the duck/bird shape (side profile with beak);"
ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_3,1,10,10,deterministic,,deterministic,,97,97,0,1.0,"a shallow, round tray-like basket with a very visible spiral/coil weave on the bottom. It has one arched handle that’s offset—attached on one side rather than centered over the middle. No lid. Let me know when you find the shallow round ‘tray with side handle’. has a light tan handle, and it’s attached off to one side (two attachment points on the rim close together), so the handle doesn’t span across the center like a normal carry basket. the very shallow round tray with just that one off-center handle. Now","a shallow, round tray-like basket with a very visible spiral/coil weave on the bottom. It has one arched handle that’s offset—attached on one side rather than centered over the middle. No lid. Let me know when you find the shallow round ‘tray with side handle’. has a light tan handle, and it’s attached off to one side (two attachment points on the rim close together), so the handle doesn’t span across the center like a normal carry basket. the very shallow round tray with just that one off-center handle. Now"
ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_3,1,11,11,deterministic,,deterministic,,65,65,0,1.0,"a deep round tub/bucket basket with TWO built-in side handles that stick up like little ears. The weave has a noticeable diagonal/chevron pattern around the sides. No lid and no big arching handle—just the two side handles. Confirm when you’ve got it. medium-brown, and the handles are two integrated loop “ears” on the sides (no separate arch/bail handle).","a deep round tub/bucket basket with TWO built-in side handles that stick up like little ears. The weave has a noticeable diagonal/chevron pattern around the sides. No lid and no big arching handle—just the two side handles. Confirm when you’ve got it. medium-brown, and the handles are two integrated loop “ears” on the sides (no separate arch/bail handle)."
ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_3,1,12,12,deterministic,,deterministic,,53,53,0,1.0,"a light tan, boxy/rectangular tote basket with rounded corners and ONE thick arched handle. It’s open-top, and the front rim has a noticeable dip/notch in the middle (a shallow V/curved scoop) under the handle. Confirm when you’ve placed the light tan tote with the dipped front edge.","a light tan, boxy/rectangular tote basket with rounded corners and ONE thick arched handle. It’s open-top, and the front rim has a noticeable dip/notch in the middle (a shallow V/curved scoop) under the handle. Confirm when you’ve placed the light tan tote with the dipped front edge."
ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_3,1,2,2,deterministic,,deterministic,,47,47,0,1.0,"a deep, round bucket-style wicker basket with a thick, very dark (almost black) arched handle; tight brown weave and a slightly flared rim. Confirm when you’ve found it. ’s handle is much darker than the basket body—almost black compared to the medium-brown weave.","a deep, round bucket-style wicker basket with a thick, very dark (almost black) arched handle; tight brown weave and a slightly flared rim. Confirm when you’ve found it. ’s handle is much darker than the basket body—almost black compared to the medium-brown weave."
ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_3,1,3,3,deterministic,,deterministic,,52,52,0,1.0,"a rectangular/boxy picnic basket in light tan wicker with one tall vertical handle in the center, and a hinged lid—shown with the lid on the right side flipped open/up. Please confirm when you spot that open-lid rectangular one. the one with the lid flipped open to the right.","a rectangular/boxy picnic basket in light tan wicker with one tall vertical handle in the center, and a hinged lid—shown with the lid on the right side flipped open/up. Please confirm when you spot that open-lid rectangular one. the one with the lid flipped open to the right."
ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_3,1,4,4,deterministic,,deterministic,,74,74,0,1.0,"an oval, shallow “boat-shaped” basket with a light beige/whitish weave and a darker tan rim. It has one arched handle that looks wrapped (pale covering) with small reddish bands/accents near where the handle meets the sides. Let me know when you’ve got it. has the little reddish bands/accents at the handle attachment points on both sides, and the handle looks wrapped/padded over a very pale (almost white) weave.","an oval, shallow “boat-shaped” basket with a light beige/whitish weave and a darker tan rim. It has one arched handle that looks wrapped (pale covering) with small reddish bands/accents near where the handle meets the sides. Let me know when you’ve got it. has the little reddish bands/accents at the handle attachment points on both sides, and the handle looks wrapped/padded over a very pale (almost white) weave."
ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_3,1,5,5,deterministic,,deterministic,,60,60,0,1.0,"a squat rectangular brown wicker basket with straight sides and a single very thick twisted/rope-like arched handle. The sides look like a chunky checkerboard weave (over-under blocks), with a solid band right under the rim. Confirm when you’ve placed it. low and rectangular, and the handle is clearly twisted/braided like a rope (not smooth). Now","a squat rectangular brown wicker basket with straight sides and a single very thick twisted/rope-like arched handle. The sides look like a chunky checkerboard weave (over-under blocks), with a solid band right under the rim. Confirm when you’ve placed it. low and rectangular, and the handle is clearly twisted/braided like a rope (not smooth). Now"
ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_3,1,6,6,deterministic,,deterministic,,64,64,0,1.0,"the cat-face round one. a round lidded novelty basket that looks like a cat’s face—front-facing with two little pointed ears on top, a nose/whiskers on the lid, and it sits on small feet. has the painted cat-face details on the lid (eyes/nose/whiskers), two little ears on top, and it stands on small feet at the base.","the cat-face round one. a round lidded novelty basket that looks like a cat’s face—front-facing with two little pointed ears on top, a nose/whiskers on the lid, and it sits on small feet. has the painted cat-face details on the lid (eyes/nose/whiskers), two little ears on top, and it stands on small feet at the base."
ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_3,1,7,7,deterministic,,deterministic,,73,73,0,1.0,"a rectangular boxy basket with a single arched handle, but it’s distinctive because the body is greenish/teal while the rim and handle are orange-brown. The front looks like vertical woven stripes/slats, with a braided band right along the top edge. Confirm when you find the green-and-brown handled rectangle. the only one with that green/teal body and the orange-brown rim/handle, and it has no lid.","a rectangular boxy basket with a single arched handle, but it’s distinctive because the body is greenish/teal while the rim and handle are orange-brown. The front looks like vertical woven stripes/slats, with a braided band right along the top edge. Confirm when you find the green-and-brown handled rectangle. the only one with that green/teal body and the orange-brown rim/handle, and it has no lid."
ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_3,1,8,8,deterministic,,deterministic,,73,73,0,1.0,"a compact oval basket with a single thick arched handle. The weave is notably dark gray-brown, with lighter cream/whitish horizontal bands near the bottom (striped look). No lid—just an open top with a darker rim band. Confirm when you’ve got the dark gray striped one. ’s handle and rim are dark gray-brown (not tan), and the lighter cream stripes are mainly on the lower half of the basket.","a compact oval basket with a single thick arched handle. The weave is notably dark gray-brown, with lighter cream/whitish horizontal bands near the bottom (striped look). No lid—just an open top with a darker rim band. Confirm when you’ve got the dark gray striped one. ’s handle and rim are dark gray-brown (not tan), and the lighter cream stripes are mainly on the lower half of the basket."
ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_3,1,9,9,deterministic,,deterministic,,80,80,0,1.0,"a tall, straight-sided cylindrical wicker basket (like a small hamper). It’s open on top and has TWO small loop handles right near the rim—one on each side—no big arching handle and no lid. Confirm when you spot the tall cylinder with the little side handles. the tall straight cylinder/hamper and it has two small ear-like loop handles right at the top rim (one on each side), with no big arching handle and no lid.","a tall, straight-sided cylindrical wicker basket (like a small hamper). It’s open on top and has TWO small loop handles right near the rim—one on each side—no big arching handle and no lid. Confirm when you spot the tall cylinder with the little side handles. the tall straight cylinder/hamper and it has two small ear-like loop handles right at the top rim (one on each side), with no big arching handle and no lid."
ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_3,2,1,1,deterministic,,deterministic,,74,74,0,1.0,"a light tan rectangular picnic-style wicker basket with a tall central handle; it has a fitted lid/cover on one side that’s flipped/propped open (so it looks like half-lidded, half-open). Let me know when you’ve got that one. has the lid/cover propped up on one side (hinged and standing up), not fully closed. It’s the light tan, boxy rectangular picnic basket with the tall central handle.","a light tan rectangular picnic-style wicker basket with a tall central handle; it has a fitted lid/cover on one side that’s flipped/propped open (so it looks like half-lidded, half-open). Let me know when you’ve got that one. has the lid/cover propped up on one side (hinged and standing up), not fully closed. It’s the light tan, boxy rectangular picnic basket with the tall central handle."
ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_3,2,10,10,deterministic,,deterministic,,47,47,0,1.0,"a deep, round tub/cylinder basket in medium brown wicker with a tight diagonal/chevron weave. It has TWO small loop handles on opposite sides near the top rim (no big arched handle). ’s handles are little ear-like loops right near the rim on both sides.","a deep, round tub/cylinder basket in medium brown wicker with a tight diagonal/chevron weave. It has TWO small loop handles on opposite sides near the top rim (no big arched handle). ’s handles are little ear-like loops right near the rim on both sides."
ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_3,2,11,11,deterministic,,deterministic,,41,41,0,1.0,"a small light-tan oval basket with one arched handle, and the key detail is the handle attachments: each side has a reddish/purple wrapped band (like fabric/cord) where the handle meets the rim. Spot those colored wraps to confirm.","a small light-tan oval basket with one arched handle, and the key detail is the handle attachments: each side has a reddish/purple wrapped band (like fabric/cord) where the handle meets the rim. Spot those colored wraps to confirm."
ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_3,2,12,12,deterministic,,deterministic,,63,63,0,1.0,"an open, medium-sized oval basket in a uniform warm reddish-brown wicker. It has one plain arched handle (no colored wraps) and the body is deeper/taller than the shallow tray baskets—more like a rounded rectangle/oval tub. Make sure it’s not the dark gray one with a pale base band. definitely deeper/taller than the shallow spiral-base tray (","an open, medium-sized oval basket in a uniform warm reddish-brown wicker. It has one plain arched handle (no colored wraps) and the body is deeper/taller than the shallow tray baskets—more like a rounded rectangle/oval tub. Make sure it’s not the dark gray one with a pale base band. definitely deeper/taller than the shallow spiral-base tray ("
ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_3,2,2,2,deterministic,,deterministic,,51,51,0,1.0,"a tall, straight-sided cylindrical wicker basket (like a round bucket), medium-brown. It’s open at the top and has small loop handles near the rim (two little side handles, not one big arching handle). Near the top you can see a band with more open/vertical slat-like gaps.","a tall, straight-sided cylindrical wicker basket (like a round bucket), medium-brown. It’s open at the top and has small loop handles near the rim (two little side handles, not one big arching handle). Near the top you can see a band with more open/vertical slat-like gaps."
ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_3,2,3,3,deterministic,,deterministic,,72,72,0,1.0,"a very deep, rounded bowl-shaped wicker basket (almost like a little cauldron) with one thick, dark brown handle arching high over the top. The rim/top band is a bit lighter tan than the handle. the deep, dark bowl/cauldron-shaped basket with a thick very dark brown arched handle and a lighter tan rim band. It’s noticeably deeper than the other handled baskets (not the lighter tan shallow bowl).","a very deep, rounded bowl-shaped wicker basket (almost like a little cauldron) with one thick, dark brown handle arching high over the top. The rim/top band is a bit lighter tan than the handle. the deep, dark bowl/cauldron-shaped basket with a thick very dark brown arched handle and a lighter tan rim band. It’s noticeably deeper than the other handled baskets (not the lighter tan shallow bowl)."
ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_3,2,4,4,deterministic,,deterministic,,72,72,0,1.0,"a small, shallow golden/orange wicker basket with a very tall, thin arched handle that looks like twisted rope. The body is low and slightly rectangular/oval, open top, with a tight checker-like weave. ’s body is a shallow, low rectangular/oval shape (more like a little tray basket, not a round bowl), and it has ONE single arched handle that looks like a twisted rope strand. Warm golden/orange wicker.","a small, shallow golden/orange wicker basket with a very tall, thin arched handle that looks like twisted rope. The body is low and slightly rectangular/oval, open top, with a tight checker-like weave. ’s body is a shallow, low rectangular/oval shape (more like a little tray basket, not a round bowl), and it has ONE single arched handle that looks like a twisted rope strand. Warm golden/orange wicker."
ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_3,2,5,5,deterministic,,deterministic,,46,46,0,1.0,"a squat oval basket with one thick arched handle; the weave is dark charcoal/gray overall, but there’s a noticeable lighter/whitish band around the bottom/base. The handle is also two-tone (darker sides with a lighter gray top). Confirm when you spot it.","a squat oval basket with one thick arched handle; the weave is dark charcoal/gray overall, but there’s a noticeable lighter/whitish band around the bottom/base. The handle is also two-tone (darker sides with a lighter gray top). Confirm when you spot it."
ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_3,2,6,6,deterministic,,deterministic,,41,41,0,1.0,the novelty animal basket: a lidded wicker basket shaped like a plump duck/goose in side profile. You can see the head with a beak and a little eye on the right side; the whole body is oval like a bird.,the novelty animal basket: a lidded wicker basket shaped like a plump duck/goose in side profile. You can see the head with a beak and a little eye on the right side; the whole body is oval like a bird.
ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_3,2,7,7,deterministic,,deterministic,,39,39,0,1.0,"another animal-lid, but it’s a ROUND light-tan basket seen from above: the lid has a cat face (ears, whiskers, little nose/eyes) and the whole thing sits on three small feet. Not the side-profile bird.","another animal-lid, but it’s a ROUND light-tan basket seen from above: the lid has a cat face (ears, whiskers, little nose/eyes) and the whole thing sits on three small feet. Not the side-profile bird."
ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_3,2,8,8,deterministic,,deterministic,,69,69,0,1.0,"a very shallow, round/oval open basket like a flat tray, with a single thin arched handle. The base has a clear spiral/coil pattern, light tan in the center with a darker brown band/rim around the outside. ), and it’s uniformly warm reddish-brown with NO lighter/pale base band and NO colored wraps at the handle joints. Go ahead and lock it in for position 12.","a very shallow, round/oval open basket like a flat tray, with a single thin arched handle. The base has a clear spiral/coil pattern, light tan in the center with a darker brown band/rim around the outside. ), and it’s uniformly warm reddish-brown with NO lighter/pale base band and NO colored wraps at the handle joints. Go ahead and lock it in for position 12."
ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_3,2,9,9,deterministic,,deterministic,,41,41,0,1.0,"a boxy rectangular basket with straight sides and a single thick arched handle. The body is two-tone: dark green/teal woven panels on the sides with tan/brown wicker framing, plus a braided/twisted tan band along the top rim.","a boxy rectangular basket with straight sides and a single thick arched handle. The body is two-tone: dark green/teal woven panels on the sides with tan/brown wicker framing, plus a braided/twisted tan band along the top rim."
ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_3,3,1,1,deterministic,,deterministic,,41,41,0,1.0,"a boxy rectangular wicker basket with one big arched handle; the standout is the dark green/teal woven front panel, and it has a thick braided band around the top rim. Let me know when you’ve got that one selected.","a boxy rectangular wicker basket with one big arched handle; the standout is the dark green/teal woven front panel, and it has a thick braided band around the top rim. Let me know when you’ve got that one selected."
ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_3,3,10,10,deterministic,,deterministic,,42,42,0,1.0,"a squat round tub/bucket-shaped wicker basket with TWO thick loop handles that rise from the rim (one on each side). Dark brown/tan and the weave looks diagonal/chevron-like. Open top, no lid—confirm when you’ve got it.","a squat round tub/bucket-shaped wicker basket with TWO thick loop handles that rise from the rim (one on each side). Dark brown/tan and the weave looks diagonal/chevron-like. Open top, no lid—confirm when you’ve got it."
ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_3,3,11,11,deterministic,,deterministic,,41,41,0,1.0,"a very shallow, round tray-like basket with one thin pale arched handle. The base has a clear spiral/coil pattern, and the side wall has a darker reddish-brown band around it. Confirm when you spot this shallow spiral one.","a very shallow, round tray-like basket with one thin pale arched handle. The base has a clear spiral/coil pattern, and the side wall has a darker reddish-brown band around it. Confirm when you spot this shallow spiral one."
ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_3,3,12,12,deterministic,,deterministic,,40,40,0,1.0,"a rectangular picnic-style wicker basket with a FLAT LID that’s hinged and shown propped open. One central arched handle goes over the lid. Golden/yellow wicker, tight vertical slats—only one with an open lid. Confirm when placed.","a rectangular picnic-style wicker basket with a FLAT LID that’s hinged and shown propped open. One central arched handle goes over the lid. Golden/yellow wicker, tight vertical slats—only one with an open lid. Confirm when placed."
ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_3,3,2,2,deterministic,,deterministic,,52,52,0,1.0,"a light cream/tan oval basket with one tall arched handle; the handle has pale/white wrapped sections near the top, and there are small reddish-brown connector bits where the handle attaches on each side. The rim is a bit darker brown than the body. Confirm when you’ve got it.","a light cream/tan oval basket with one tall arched handle; the handle has pale/white wrapped sections near the top, and there are small reddish-brown connector bits where the handle attaches on each side. The rim is a bit darker brown than the body. Confirm when you’ve got it."
ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_3,3,3,3,deterministic,,deterministic,,38,38,0,1.0,"the round, lidded wicker container that looks like a cat’s head—cat face on the lid (whiskers/nose) with two little pointed ears on top, and it sits on small feet. Confirm when you’ve selected it.","the round, lidded wicker container that looks like a cat’s head—cat face on the lid (whiskers/nose) with two little pointed ears on top, and it sits on small feet. Confirm when you’ve selected it."
ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_3,3,4,4,deterministic,,deterministic,,39,39,0,1.0,the lidded wicker basket shaped like a duck—oval body with a long beak/head sticking out to the right and a small dark eye near the beak. (Not the cat face one.) Confirm when you’ve got it.,the lidded wicker basket shaped like a duck—oval body with a long beak/head sticking out to the right and a small dark eye near the beak. (Not the cat face one.) Confirm when you’ve got it.
ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_3,3,5,5,deterministic,,deterministic,,67,67,0,1.0,"a tall oval, open-top wicker basket with one smooth light-tan arched handle. The sides look like vertical slats, and there’s a darker horizontal band just below the rim. Please confirm when you’ve selected it. has very vertically ribbed/slatted sides, and the handle attachments are plain (no colored ties or white wrapping). Also look for a darker horizontal band just under the rim.","a tall oval, open-top wicker basket with one smooth light-tan arched handle. The sides look like vertical slats, and there’s a darker horizontal band just below the rim. Please confirm when you’ve selected it. has very vertically ribbed/slatted sides, and the handle attachments are plain (no colored ties or white wrapping). Also look for a darker horizontal band just under the rim."
ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_3,3,6,6,deterministic,,deterministic,,75,75,0,1.0,"a tall, straight-sided cylindrical dark-brown wicker basket with TWO small loop handles near the top rim (one on each side). It’s like a tall tub/hamper, not wide—confirm when you’ve got it. the tall, fairly smooth/uniform dark-brown cylinder with two small loop handles right at the rim. It’s narrower and more hamper-like than the wider tubby basket with bigger side handles (that wider one is different).","a tall, straight-sided cylindrical dark-brown wicker basket with TWO small loop handles near the top rim (one on each side). It’s like a tall tub/hamper, not wide—confirm when you’ve got it. the tall, fairly smooth/uniform dark-brown cylinder with two small loop handles right at the rim. It’s narrower and more hamper-like than the wider tubby basket with bigger side handles (that wider one is different)."
ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_3,3,7,7,deterministic,,deterministic,,62,62,0,1.0,"a very round, bulbous bowl-shaped basket with a single thick dark handle that looks like natural wood/bark (mottled). The body is warm brown/orange with a tight fine weave, and there’s a small rectangular label/patch on the front near the rim. No lid. Confirm when you spot it. (bulbous round, bark-like dark handle, little label on front).","a very round, bulbous bowl-shaped basket with a single thick dark handle that looks like natural wood/bark (mottled). The body is warm brown/orange with a tight fine weave, and there’s a small rectangular label/patch on the front near the rim. No lid. Confirm when you spot it. (bulbous round, bark-like dark handle, little label on front)."
ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_3,3,8,8,deterministic,,deterministic,,42,42,0,1.0,a dark charcoal/blackish oval basket with one thick arched handle; near the top rim it has several pale/white vertical accent strips (like little light dashes) around the upper edge. More squat/oval than tall. Confirm when you’ve got it.,a dark charcoal/blackish oval basket with one thick arched handle; near the top rim it has several pale/white vertical accent strips (like little light dashes) around the upper edge. More squat/oval than tall. Confirm when you’ve got it.
ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_3,3,9,9,deterministic,,deterministic,,32,32,0,1.0,"a small, boxy rectangular honey-orange wicker basket with a very tall thin arched handle (handle towers over the low basket). The weave looks blocky/checkerboard. Confirm when you’ve placed it.","a small, boxy rectangular honey-orange wicker basket with a very tall thin arched handle (handle towers over the low basket). The weave looks blocky/checkerboard. Confirm when you’ve placed it."
ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_3,4,1,1,deterministic,,deterministic,,73,73,0,1.0,"a very shallow, low oval basket like a tray, with a single arched handle. The base shows a tight spiral coil pattern, and it’s two-tone—light tan rim/handle but darker brown woven sides. the really flat, tray-like oval with one arch handle and a clearly visible spiral-coil base. It’s not deep like a carry basket; the handle/rim are lighter tan and the sides are darker brown.","a very shallow, low oval basket like a tray, with a single arched handle. The base shows a tight spiral coil pattern, and it’s two-tone—light tan rim/handle but darker brown woven sides. the really flat, tray-like oval with one arch handle and a clearly visible spiral-coil base. It’s not deep like a carry basket; the handle/rim are lighter tan and the sides are darker brown."
ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_3,4,10,10,deterministic,,deterministic,,36,36,0,1.0,"an oval/boat-shaped open basket with one arch handle; it’s light tan wicker with a noticeable whitewashed band around the middle, and the handle connects at the sides with small reddish/purple wrapped accents.","an oval/boat-shaped open basket with one arch handle; it’s light tan wicker with a noticeable whitewashed band around the middle, and the handle connects at the sides with small reddish/purple wrapped accents."
ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_3,4,11,11,deterministic,,deterministic,,40,40,0,1.0,"a squat, rounded-rectangular open basket in a uniform warm reddish-brown/orange wicker. It has one smooth arched handle the same color as the basket (no dark handle), and no white band or colored wraps at the handle joints.","a squat, rounded-rectangular open basket in a uniform warm reddish-brown/orange wicker. It has one smooth arched handle the same color as the basket (no dark handle), and no white band or colored wraps at the handle joints."
ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_3,4,12,12,deterministic,,deterministic,,86,86,0,1.0,"a boxy rectangular open basket with a single thick dark arch handle. The body is dark gray/black wicker, but there’s a contrasting lighter tan strip/base along the very bottom edge. (Not round like #6, and no white middle band or colored wraps like #10.) it’s mostly dark gray/black wicker on the sides, with a lighter tan strip running around the bottom/base edge. The handle is thick and dark, and it’s a boxy rectangular shape (not the round bucket like","a boxy rectangular open basket with a single thick dark arch handle. The body is dark gray/black wicker, but there’s a contrasting lighter tan strip/base along the very bottom edge. (Not round like #6, and no white middle band or colored wraps like #10.) it’s mostly dark gray/black wicker on the sides, with a lighter tan strip running around the bottom/base edge. The handle is thick and dark, and it’s a boxy rectangular shape (not the round bucket like"
ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_3,4,2,2,deterministic,,deterministic,,33,33,0,1.0,"fully open (no lid). It’s a low, boxy/rectangular basket with a very chunky twisted-rope handle arching over the top, and a tight checker/square basketweave in a uniform honey-brown.","fully open (no lid). It’s a low, boxy/rectangular basket with a very chunky twisted-rope handle arching over the top, and a tight checker/square basketweave in a uniform honey-brown."
ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_3,4,3,3,deterministic,,deterministic,,68,68,0,1.0,"a lidded wicker basket shaped like a duck/bird: a rounded body with a protruding head on one end, with a little beak and a visible eye—seen more from the side (not an open-top basket). the duck/bird-shaped lidded wicker in side profile, with a protruding head/beak and a visible eye. The cat-face one (front-facing with ears/whiskers) is a different basket.","a lidded wicker basket shaped like a duck/bird: a rounded body with a protruding head on one end, with a little beak and a visible eye—seen more from the side (not an open-top basket). the duck/bird-shaped lidded wicker in side profile, with a protruding head/beak and a visible eye. The cat-face one (front-facing with ears/whiskers) is a different basket."
ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_3,4,4,4,deterministic,,deterministic,,39,39,0,1.0,"an open-top, rigid rectangular/boxy basket with one arched handle. The body is dark green/teal weaving, but it has tan/orange trim at the top rim and bottom edge, plus a braided band right under the rim.","an open-top, rigid rectangular/boxy basket with one arched handle. The body is dark green/teal weaving, but it has tan/orange trim at the top rim and bottom edge, plus a braided band right under the rim."
ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_3,4,5,5,deterministic,,deterministic,,34,34,0,1.0,"a deep round tub/bucket basket, open top, with TWO small loop handles sticking up at the rim (left and right). The sides have a diagonal/chevron weave pattern—no big arching carry handle.","a deep round tub/bucket basket, open top, with TWO small loop handles sticking up at the rim (left and right). The sides have a diagonal/chevron weave pattern—no big arching carry handle."
