object_category,pair_ix,FirstRoundCardIndex,round_ix,human_extracted,llm_extracted
baskets,21,Card9,3,"shorter version of number two, square handle","shorter version of number two, with the square handle"
baskets,21,Card9,4,"shorter version, square handle, top, rounder, perfect circle","shorter version of that, and rounder, perfect circle with the square handle on it"
baskets,21,Card10,1,"long, vertical, one handle, cover, deep","It's long, vertical, one handle, got a cover and one handle, really uh, bi--like deep"
baskets,21,Card10,2,"last one we just had, really long, cover, only one handle","really long, with a cover and a handle, only one handle"
baskets,21,Card10,3,"very deep, handle, cover","very deep, uh, basket with a handle, and a cover on it"
baskets,21,Card10,4,"really long, deep, cover, one handle","really long basket--deep basket, with the cover and the handle on it, shorter version with the square handle, one handle, longer basket, very deep"
baskets,43,Card1,1,"wide, long, handle right in middle, narrow","wide and long, has a handle, right in the middle, narrow"
baskets,43,Card1,2,"narrow, long, handle, no cover","narrow, long, has a handle, no cover"
baskets,43,Card1,3,"long, narrow, with handle, no cover","long, narrow, with a handle, no cover"
baskets,43,Card1,4,"long, narrow, small, short, handle right in middle, on right hand corner it has like somebody bit off of it","long, narrow, small, has a handle right in the middle"
baskets,43,Card2,1,"small, big handle for its size, dark orange with a bit of pink and green, darkish green on handle in background","small, big handle for its size, dark orange with a bit of um pink and green, darkish green kinda"
baskets,43,Card2,2,small figure with big handle for its size with small red ribbons going around it,"small figure with a big handle for its size, small red like ribbons going around it"
baskets,43,Card2,3,"small, big handle, little ribbons going around it, red","small, big handle for it, little ribbons going around it--red"
baskets,43,Card2,4,"big handle, small, red ribbons going across from it, bit of green","big handle, small, red ribbons going across from it, a bit a green"
baskets,43,Card3,1,"a bit wider, round, shorter handle, no cover, big holes, you can see through it, they are in the form of ovals and knotted together, light brownish thing, the bottom to it has dark spots","wider, it's round, shorter handle, big holes, they’re in the form of ovals, knotted together, light kinda brownish kinda thing, the bottom to it, it has dark spots"
baskets,43,Card3,2,"oval, you can see through it, handle, black spots on bottom","oval, you can see through it, it has a handle, it has the black spots, like on the bottom"
baskets,43,Card3,3,"small, handle, you can see right through it, dark spots on bottom","small, it has um handle, you can see right through it, it has dark spots on the bottom"
baskets,43,Card3,4,"oval, small, handle, you could see through it, darkish spots on bottom","oval, it's small, it has a handle, you could see through it, it has darkish spots on the bottom"
baskets,43,Card4,1,"wide, big opening, no handle, no cover","big one, that's just wide, it has a big opening, and it has no handle"
baskets,43,Card4,2,"wide, oval, big, no cover, no handles","wide, oval, and it's big… no cover"
baskets,43,Card4,3,"big, wide, oval, no cover, no handles","big, wide, oval, and has no cover, no handles"
baskets,43,Card4,4,"big, wide, brownish, no cover, no handles","big, wide, it's like a brownish and no cover"
baskets,43,Card5,1,"small, pink ribbon going around it, openings, clear, you can see right through it, no handles","small one, it has like a pink ribbon going around it, and it has openings, and it's clear, and you can see right through it"
baskets,43,Card5,2,"small, with red ribbon going around it, clear","small…one uh with a red ribbon going around it, and it's clear"
baskets,43,Card5,3,"small, red ribbon going through it, clear, that you could see right through it, no cover","small, it has a red ribbon going through it, and it has clear that you could see right through it"
baskets,43,Card5,4,"small, red ribbon going across from it, you could see through it","small, has riddons goin'--it's has a red ribbon going across from it, and you could see through it"
baskets,43,Card6,1,"light orange, yellowish, green little triangles like figures","light orange…like, kinda yellowish, has green through--it has like little triangles, like the figures"
baskets,43,Card6,2,"orange-yellowish, triangle figures with green, no cover","yellowish, like kinda orange-yellowish, it has the triangle figures with the green, *no* cover"
baskets,43,Card6,3,"oval, light orange yellowish, triangle figures with green","oval, it's um light orange yellowish, has triangle figures with green on it"
baskets,43,Card6,4,"wide, oval, triangle figures, green","wide, it's oval, triangle figures and it has green on it"
baskets,43,Card7,1,"cover, wide, big, handles, cover has this little head thing, handles are on side on end, cover has this little top to it","it has a cover, it's wide, it's big and it has handles, the cover has this little head thing"
baskets,43,Card7,2,"wide, oval, cover with handles, cover has this top figure","it's wide, oval, has a cover with handles, the cover has this um like top figure"
baskets,43,Card7,3,"big, oval with handles, cover, head on cover","it's big, oval with handles, has a cover and has a head, uh on the cover"
baskets,43,Card7,4,"big, oval, cover, handles, cover has something on top","it's big, oval, has a cover, has handles, the cover has something on the top"
baskets,43,Card8,1,"triangle, pointing downwards, with handle","kinda a triangle, pointing downwards, with a handle"
baskets,43,Card8,2,triangle with point downwards,triangle with the point downwards
baskets,43,Card8,3,"triangle with point downward, handle","triangle with the point downward, and it has a handle"
baskets,43,Card8,4,triangle looking downward with handle,triangle looking downward with a handle
baskets,43,Card9,1,"oval shaped, circle, cover, handle that's half a rectangle, short","oval shaped, kinda like a circle, it has a cover, and it has a handle that's kinda like--like half a triangle, it's short"
baskets,43,Card9,2,"small, cover, wide, handle with half rectangle figure","small, it has a cover, it's wide, and it has a handle with half rectangle figure"
baskets,43,Card9,3,"small, short, with little cover, handle is half rectangular shape","small, um short with a little--uh with a cover, and the handle is also half rectangular shape"
baskets,43,Card9,4,"small, short, with cover, half rectangular handle","small, short, with a…cover and half rectangular handle"
baskets,43,Card10,1,"long with cover, taller","long with a cover, taller"
baskets,43,Card10,2,"long, cover, handle with half","long, has a cover, has a handle with the half rectangle figure"
baskets,43,Card10,3,"long with cover, handle that's half","long with a cover, has a handle that's recta--half rectangular shape"
baskets,43,Card10,4,"long, cover and half rectangular","long, has a cover and half rectangular handle, light like a brownish--light brownish, tall"
baskets,34,Card1,1,"rectangular shape, long, longest with handle","has a handle, kinda like a rectangular shape, kinda long, longest basket with a handle"
baskets,34,Card1,2,"rectangular, longest with handle","rectangular, longest basket with a handle"
baskets,34,Card1,3,"rectangular shaped, with handle to it","rectangular shaped one, with the handle to it"
baskets,34,Card1,4,rectangular shaped,rectangular shaped basket
baskets,34,Card2,1,"colorful, little bit of green, reddish and brown in it, with handle, green in background","colorful, a little bit of green, reddish, and like brown in it"
baskets,34,Card2,2,"colorful, with handle, small, green outline in back","colorful basket with the handle, kinda small, has green in the back"
baskets,34,Card2,3,has green background,"the eighth one has the green background, little green in the back"
baskets,34,Card2,4,"basket with handle, green on back- ground","basket with the handle and it's green, green in the background"
baskets,34,Card3,1,"has handle, looks like it's criss-crossin', overlappin', circle, has no tops, round, all brown like straw, oval","has a handle, pattern looks like it's criss-crossin', looks circle with the handle, has no top on it, all brown, like straw"
baskets,34,Card3,2,"with handle, criss-cross, forms a X, not colorful, all brown lookin', only one without all those colors in there, shaped like a oval, you could put eggs in there","a basket with the handle, it's criss-cross, it's just all like--all brown lookin', the only one without all those colors in there, it has a handle to it, has no top to it, kinda shaped like a oval"
baskets,34,Card3,3,"intertwines, forms X's, has a handle to it","the one that intertwines, forms X's and it has a handle to it"
baskets,34,Card3,4,"forms X's, with handle",the basket that has--forms X's with the handle
baskets,34,Card4,1,"oval shape, big, has no handle, brown","oval shape, kinda big, has no handle, close to the brown"
baskets,34,Card4,2,"large, brown, shaped in a oval","large basket, just brown, shaped in a oval"
baskets,34,Card4,3,"round, with no top to it, no handle, brown","basket, just round, no top to it, no handle, kinda brown"
baskets,34,Card4,4,brownish basket by itself with no handle,"brownish basket by itself, no handle"
baskets,34,Card5,1,red string around,red string around it
baskets,34,Card5,2,"small, with red, looks like string around",small basket with the red str--looks like string around it
baskets,34,Card5,3,red string around,"basket, has the red string around it"
baskets,34,Card5,4,red tape around,basket with the red tape around it
baskets,34,Card6,1,"goldish colored, green background in back, no cover","goldish colored, green background"
baskets,34,Card6,2,"light goldish color with green background, no handle","light goldish color, green background, has no handle"
baskets,34,Card6,3,little green background,little green background
baskets,34,Card6,4,other goldish color with green background,"goldish color, green background"
baskets,34,Card7,1,"same color as the one previously, top","same color as the one previously, but it has a top on it"
baskets,34,Card7,2,"golden colored like the other one, light color, with top","golden colored, like the other one, light color, with the top"
baskets,34,Card7,3,"top, goldish color, with no handle","has a top and is the goldish color, with no handle"
baskets,34,Card7,4,"top, goldish color","that basket with the top, and the golden, the goldish color"
baskets,34,Card8,1,"looks like a purse, shape of a diamond, v-shaped","looks like a purse, it's a basket, shape of a diamond, V shape"
baskets,34,Card8,2,"shaped in a V, handle, colorful","shaped in a V, has the handle, colorful"
baskets,34,Card8,3,"v-shaped, looks like it has red in there","V shaped basket, kinda looks like it has red in there"
baskets,34,Card8,4,"v-shaped, with handle",V shaped basket with the handle
baskets,34,Card9,1,"handle, made like a pot, short, little, goldish, top","a basket, has a handle to it, kinda like, made like a pot, it's short, goldish, has a top to it"
baskets,34,Card9,2,"small, with top, gold, handle","small basket with the top, has a top and a handle, short basket with the top, has a handle on it"
baskets,34,Card9,3,"short, with top and handle","short one with the top and the handle, only other one with the top and the handle"
baskets,34,Card9,4,"short, with handle and top","short basket with the handle, and a top"
baskets,34,Card10,1,"tall, with top","tall basket with the top on it, kinda like red and green, green in the background, look like red, with the handle"
baskets,34,Card10,2,"tall, with top","tall basket with the, um, top to it"
baskets,34,Card10,3,"tall, with top and handle",tall basket with the top and the handle
baskets,34,Card10,4,with handle,with the handle
baskets,24,Card1,1,"first basket is longer than the rest, shaped in a rectangle, top of it circular, one handle, long","longer than the rest, kind of shaped in a rectangle, kinda like rectangular-ish, top of it is kind of circular, one handle, long basket"
baskets,24,Card1,2,"really wide, with no lid and handle, looks beat up, looks like someone took a bite out of right side","really wide one with no lid and a handle, looks beat up, looks like someone took a bite out of the right side"
baskets,24,Card1,3,"really wide, looks like baby bath, bite mark in side of it","really wide, looks like kind of like a baby bath, there's a bite mark in the side of it"
baskets,24,Card1,4,looks like bathtub with bite out of side of it,looks like a bathtub with a bite out of the side of it
baskets,24,Card2,1,"not wide, really big handle, really high handle, woven together really tightly, green in handle, no lid, brown woven stuff, then red woven into it","kind of small, but a really big handle, really high handle, it's kind of woven together really tightly, green in the handle, brown woven stuff, then red woven into it and green in part of the handle"
baskets,24,Card2,2,"really high handle, short, with red weaving through it","really high handle, short basket with red…weaving through it"
baskets,24,Card2,3,"really high handle, short, red and green woven into it","really high handle for its short basket, red and green woven into it"
baskets,24,Card2,4,"really high handle, really small, with red","really high handle for a really small basket, with red"
baskets,24,Card3,1,"handle, spaces in between weavings, wide, not tight, looks like black thing inside of it","has a handle, spaces in between the weavings, wide, black thing inside of it"
baskets,24,Card3,2,"large holes in top of it, short, handle, you can stick your finger through one of the holes in top, in weavings, darker in its color","large holes in the top of it, kind of short, it's got a handle, you can stick your finger through one of the holes, darker in its color, black, like, bottom"
baskets,24,Card3,3,"medium sized handle, holes in top where you could stick your finger through, medium sized basket, flat bottom, black inside","medium sized handle, holes in the top where you could stick your finger through, medium sized basket, black inside"
baskets,24,Card3,4,"black base, holes in top with medium size handle","black base, holes in the top with the medium size handle"
baskets,24,Card4,1,"no handle, very wide, it can probably hold a lot of things, woven tightly, border around top of it, got an edge to it, no design, you couldn't stick your finger through one of the weavings","no handle, very wide, can probably hold a lot of things, woven tightly, like there's a border around the top of it, tight, tightly woven, you couldn't stick your finger through one of the weavings"
baskets,24,Card4,2,"wide, no handle, no lid","wide, no handle, no lid"
baskets,24,Card4,3,"wide, deep, no handle, no lid, tight weaving","wide, kinda deep, no handle, no lid, tight weaving"
baskets,24,Card4,4,"big, wide, no handle, no lid, tight weaving","big, wide, no handle, no lid, tight weaving"
baskets,24,Card5,1,"short, with no handle, red ribbon tied through it, woven through top","short basket with no handle, red ribbon tied through it--woven through the top of it"
baskets,24,Card5,2,"short, no handle, no lid, red ribbon through it","short, no handle, no lid, red ribbon through it"
baskets,24,Card5,3,"short, you could stick your finger through holes in it, got red ribbon","short basket, stick your finger through the holes in it, red ribbon"
baskets,24,Card5,4,"short, holes in top, red ribbon through top","short, holes in the top, red ribbon through the top of it"
baskets,24,Card6,1,"looks Mexican in its design, very tightly woven, but there's a hole right between top and bottom, right in center, where's there's zig-zag, green to backing, triangular, looks like salsa dish","kind of like Mexican in its design, very tightly woven, there's a hole right between the top and the bottom, right in the center, where there's kind of like a zig-zag, green to the backing, looks like a salsa dish"
baskets,24,Card6,2,looks like salsa dish,looks like a salsa dish
baskets,24,Card6,3,salsa dish,the salsa dish
baskets,24,Card6,4,looks like salsa dish,looks like a salsa dish
baskets,24,Card7,1,"really big, biggest one with lid, little knobby thing on top","has a lid on it, really big, biggest one with a lid, knobby thing on the top"
baskets,24,Card7,2,"really big, lid, two short handles on either side, little knob on top","really big, has a lid, two short handles on either side, little knob on the top"
baskets,24,Card7,3,"really big, with small handles on sides, little knob on top","really big one with the small handles on the sides, little knob on the top"
baskets,24,Card7,4,"big, deep, with short handles and knob on top","big deep one, short handles, knob on the top"
baskets,24,Card8,1,"looks like purse, bottom shaped like triangle, handle","looks like a purse, bottom is shaped like a triangle, got a handle"
baskets,24,Card8,2,looks like purse,looks like the purse
baskets,24,Card8,3,purse,is the purse
baskets,24,Card8,4,purse,the third one is the purse
baskets,24,Card9,1,"handle, wider than other one with flat lid, more round, shorter","has a handle and a lid, and the lid is flat, wider than the other one with a flat lid, it's more round, and it's shorter"
baskets,24,Card9,2,"square handle on top, round base, round lid, really tightly woven","kind of like a--a square handle on the top, a round base, round lid, and um, really tightly woven"
baskets,24,Card9,3,"there's no holes in weaving, you could stick your finger through holes in it, red ribbon","there's no holes in the weaving, it's got a lid and a handle, which is kinda square"
baskets,24,Card9,4,"round bottom, flat lid, square handle","has a round bottom, a flat lid, and a square handle"
baskets,24,Card10,1,"taller, with lid","taller one, with the lid"
baskets,24,Card10,2,"handle, lid, pretty deep","has a handle, It's got a lid, It's pretty deep, It's woven pretty tightly"
baskets,24,Card10,3,"deep, lid, handle, almost square, weavings are really tight on bottom","deep, Has a lid, and a handle, which is kind of--almost square, the weavings are really tight on the bottom"
baskets,24,Card10,4,"big, deep, square handle, lid, tight weaving","big, deep, It's got a square handle, and a lid, And tight weaving"
dogs,45,Card1,1,"standing (on) four legs, in middle it's black, facing left, long tail, paws lightish brown, back it's yellow, ears black towards tip","standing on four legs, black, long tail, lightish brown paws, back it's yellow, ears are like black towards the tip"
dogs,45,Card1,2,"black stomach and back and legs, goldish legs, tail is long, blackish tip on tail","dog with the black stomach and back and legs, goldish legs, tail is long, blackish tip on the tail"
dogs,45,Card1,3,"standing up with long tail, blackish stomach and back","dog that's standing up with the long tail, blackish stomach in back"
dogs,45,Card1,4,"standing up, yellowish type dog, with black stomach and back","the one that's standing up, yellowish type dog, black stomach and back"
dogs,45,Card2,1,"furry, looking towards back, one of its leg is standing out, turning around a little bit, yellow, middle it's black","like those furry dogs, looking towards the back, one of its leg is standing out, it's yellow, and like in the middle it's black"
dogs,45,Card2,2,"tiny fur, one leg is extended out and it's looking back","the tiny fur dog, one leg is extended out and it's looking back"
dogs,45,Card2,3,"small furry, one leg sticking out","the small furry dog, one leg sticking out"
dogs,45,Card2,4,one leg extended out,the dog with one leg extended out
dogs,45,Card3,1,"light beige, standing on grass, sitting, has a leash, looking back, tail sticking out on grass","light beige and standing on grass and like it's sitting, and it has a leash, and it's also like looking back, and the tail is sticking out"
dogs,45,Card3,2,sitting on grass and it's looking back and has leash,a dog sitting on the grass and it's looking back and it has a leash
dogs,45,Card3,3,"sitting, looking back on grass, tail on grass, long",the one that's sitting and like it's looking back on the grass and the tail is on the grass and it's long
dogs,45,Card3,4,"sitting down, sitting on grass, tail on grass","the dog with the...it's sitting down, sitting on the grass with his tail on the grass"
dogs,45,Card4,1,"dark dark brown, skinny, not a poodle, you can only see three of its legs, really tiny , mouth part sticking out, light more towards head, nose blackish, ears lighter than whole body, almost black, no collar, short, not furry, hotdogs","it's brown, dark dark brown, skinny, you can only see three of its legs, really tiny, can't see its tail, dark brown, mouth part, it's like sticking out"
dogs,45,Card4,2,hotdog,the hot dog dog
dogs,45,Card4,3,hotdog,the hot dog dog
dogs,45,Card4,4,hotdog,the hotdog
dogs,45,Card5,1,"poodle with collar, silver type thing, small circle","a poodle with a leash, a small circle"
dogs,45,Card5,2,poodle with circle leash,the poodle with the circle leash
dogs,45,Card5,3,poodle with round leash,the poodle with the round…leash
dogs,45,Card5,4,poodle with collar,the poodle
dogs,45,Card6,1,"German shepherd, black, nose part is goldish brown, paws goldish brown, standing on grass","it's black, and like in the nose part it's like light goldish…goldish brown, and the paws are like goldish brown, it's standing on grass"
dogs,45,Card6,2,"German shepherd, standing on grass , little bit on mouth part is goldish, really black","it's standing on the grass, like a little bit on the mouth part it's goldish, it's really black"
dogs,45,Card6,3,German shepherd,the German shepherd
dogs,45,Card6,4,German shepherd,the German shepherd
dogs,45,Card7,1,"Golden retriever, laying down on grass, stomach area on back is darker brown, legs and head is goldish, nose black","golden retriever and it's like laying down, laying down on the grass, stomach area on the back is like darker brown and like the legs and the head is like goldish, nose is black"
dogs,45,Card7,2,"Golden retriever, laying on the ground",golden retriever that's laying on the ground
dogs,45,Card7,3,"laying down, Golden retriever",golden retriever
dogs,45,Card7,4,"Golden retriever that's laying down, with curly ears, long floppy ears","golden retriever that's uh laying down, long floppy ears"
dogs,45,Card8,1,"goldish, mouth and nose part is black",goldish and like the mouth and nose part is black and it has a leash--I mean a collar and like um the black legs are like extended out
dogs,45,Card8,2,"black nose and mouth, rest of body is goldish, legs are extended out",the dog with the black nose and mouth and the rest of its body is goldish and like the legs are extended out
dogs,45,Card8,3,"black on mouth, two legs extending out, goldish, small tail",black on the mouth and like two legs extending out and it's goldish
dogs,45,Card8,4,"two legs extending out, goldish with black nose and mouth part","the dog with the two legs extending out, goldish with the black nose and mouth part"
dogs,45,Card9,1,"wolf, white, blackish on back, tongue hanging out","a wolf, like a white dog and like blackish on the back"
dogs,45,Card9,2,"white, wolf",the white dog--the wolf
dogs,45,Card9,3,"white, wolf",the white dog--the wolf
dogs,45,Card9,4,white,the white dog
dogs,45,Card10,1,"furry, hair coming down on mouth and stuff, black","the furry dog with the fur like the hair coming down, on the mouth and stuff"
dogs,45,Card10,2,"sitting down, really furry, hair hanging out, tail sticking up, black, sitting on grass","the dog that's sitting down and it's really furry and his hair is hanging out and the tail is like sticking up, It's black, sitting on the grass"
dogs,45,Card10,3,"fur hanging out of mouth, and sitting on grass with tail sticking up",the fur hanging out of its mouth and sitting on the grass with the tail sticking up
dogs,45,Card10,4,hair hanging out of mouth and tail sticking up,the dog with the hair hanging out of the mouth and the tail sticking up
dogs,35,Card1,1,"two colors, gold and black, pattern, you can can see side of dog, it's facing side, black pattern on back which rolls down stomach, ears in the middle of its neck, one of its teeth is sticking out of its mouth, leaning on two forward legs, two back legs, and sort of on toes a little bit, back leg is facing the left leg, sharp tooth on left side of face sort of sticking out, standing on all four, you could see its left side of the body, black spot on the middle, roundish, covering the stomach","a dog, obviously, and it ha--two colors Um, kinda gold, and black Pattern You can see the side of the dog It's facing, um, side Um...kinda like a black pattern on the back which rolls down the stomach it's got sort of ears in the middle of its neck one of its teeth is sticking out of its mouth sort of leaning on two forward legs, two back legs, and sort of on the toes a little bit? Back right leg is facing the left leg standing on all four, and it's facing--you could see the side of the body you could see its left side of the body the big black spot Sort of roundish? sort of covering the stomach"
dogs,35,Card1,2,"that dog with the tooth in front of it coming out of its mouth, with black spot",that dog with the tooth in front of it--coming out of its mouth with the black spot
dogs,35,Card1,3,tooth sticking out of mouth,a dog with a tooth sticking out of its mouth
dogs,35,Card1,4,tooth sticking out of mouth,the tooth sticking out of mouth
dogs,35,Card2,1,"curly sheep hair, facing you, goldish, a little bit of black, head is tilted towards right, you can only see its left ear, sort of bent, sort of folds in, makes a shape of an L, standing on yellow grass, half of black, half yellow background","it's got kind of--it looks like it's got like sheep hair to it, sort of curly sheep hair, it's again goldish, it's got a little bit of black on it, its head is facing, um, tilted towards the right, its left ear--you could--you can only see its left ear, sort of bent, sort of folds in, folds like, uh--makes a shape of a 'L'"
dogs,35,Card2,2,"black and golden background, black on top, golden on bottom, golden hair, black back, ears folds in the shape of an L, upside down L, yellow, little bit black fur on back, half black, half yellow background","a dog which in the--in the black and the golden background, black on top, golden on bottom, golden hair, black uh, back, ears sort of folds in the shape of an 'L', upside down 'L'"
dogs,35,Card2,3,"half black, half yellow, black on top, yellow on bottom background","half black, half go--half yellow, black on top, yellow on bottom background"
dogs,35,Card2,4,"half yellow, half black","half yellow, half black"
dogs,35,Card3,1,"it's got hair but not long, grayish color, leash hanging, somebody pulling the leash, or leash is tied down to something, brown color, tail is laying out behind it, sitting down on its back two legs, two front legs are standing up, green grass","not much hair, grayish color, brown color, tail is sort of laying out behind it, sitting down on its back two legs, two front legs are standing up"
dogs,35,Card3,2,"leash tied to ground, tail is laying down on the grass, green grass behind it, all brown, facing in front of you, but you could see head is tilted to side","dog which--his leash is sort of tied to the ground, tail is laying--laying down on the grass, all brown, facing in front of you, head is tilted to the side"
dogs,35,Card3,3,"sitting down on green grass, tail lying out behind it,","just sitting down on green grass, tail lying down--tail lying out behind it"
dogs,35,Card3,4,"tail laying on back, sitting on grass","tail laying on the back, sitting on grass"
dogs,35,Card4,1,"smaller, short feet, long body, black, curly hair, you can't see its tail, short legs, long stomach, like a sausage, no background","smaller dog, short feet, long body, black, curly hair, short legs, long stomach, kind of like a sausage"
dogs,35,Card4,2,"short legs, long body, larger distance between its front legs and back legs, compared to his legs and his head, long, no background at all","short legs, long body, larger distance between its front legs and back legs, sort of larger distance between his legs and his head, just like a long, sort of dog"
dogs,35,Card4,3,"short, black, fuzzy hair, short legs, long body","short, black, fuzzy hair, short legs, long body"
dogs,35,Card4,4,"short legs, long body","short legs, long body"
dogs,35,Card5,1,"yellow background, leash with coin, or maybe dog tag, round, circle, black fluffy hair, big ears, sheep dog, background's goldish, face is facing you but a bit to right, round circle metallic dog tag","Yellow background, leash with a sort of like a coin or something, a round one, black fluffy hair, big ears, sort of like a sheep dog, the most obvious thing is actually the leash, and the round circle metallic dog tag on it"
dogs,35,Card5,2,"collar, round metallic dog tag","dog with the collar, round metallic dog tag"
dogs,35,Card5,3,metallic round circle dog tag on leash,"metallic round circle, dog tag, on the leash"
dogs,35,Card5,4,metal round dog tag,"dog tag, a round dog tag, metal round dog tag"
dogs,35,Card6,1,"hound dog, no hair, black, very muscular, standing on side, little bit of brownish on mouth and muzzle, green background type thing","hound dog, no hair, black dog, very muscular, all black, a little bit of, um, brownish on the mouth and the muzzle"
dogs,35,Card6,2,"muscular, black hair, just standing there, on all four legs, little brown by muzzle, by its mouth, very short hair, brown on its front left paw and mouth","muscular dog with the black--black, uh, hair, standing there, on all four legs, little brown, by its muzzle, it's all black, very short hair, brown on its um front left paw, and his, um, mouth"
dogs,35,Card6,3,"muscular, black, standing up","muscular, black…dog, standing up"
dogs,35,Card6,4,"muscular, black, standing up straight","muscular, black, standing up straight"
dogs,35,Card7,1,"more hair, brown, from the stomach you can see the hair sort of like growing out, on the stomach and legs it grows longer, ears falling down from its head, face is up a little bit in the air","more hair, kind of brown, from the stomach you could see the hair, on the stomach and the legs, it grows longer, His ears kind of like falling down from his head"
dogs,35,Card7,2,"long hair from the stomach and legs, ears falling off, golden brown color","dog sort of, um...with long hair from the stomach and legs, Ears falling off, sort of grayish--uh golden brown--sorry, color"
dogs,35,Card7,3,ears falling down,dog with the ears falling down
dogs,35,Card7,4,ears falling off,Ears falling off
dogs,35,Card8,1,"muscular, brown color, golden, ears facing up, short tail, bulldog, standing on two front legs, two back legs seem to be in running position","brown color, brownish, kinda golden, ears facing up, short tail, standing on its two front legs, two back legs seem to be in like a running position"
dogs,35,Card8,2,"muscular, gold, standing on front two legs, act like in a running position","muscular dog again, gold and muscular dog which was sort of standing on its front two legs, act like in a running position"
dogs,35,Card8,3,"muscular, golden, leaning on front two legs, running in back legs","muscular dog, golden, sort of leaning on the front two legs, running in the back legs"
dogs,35,Card8,4,"muscular, leaning on two front legs, gold, brown hair, running","muscular dog leaning on two front legs, gold, brown…hair"
dogs,35,Card9,1,"husky, white hair in front, tongue sticking out, black hair on back, on green back- ground","white, um uh…white hair in the front, Has its tongue sticking out, Black hair on the back"
dogs,35,Card9,2,"husky, white fur, tongue sticking out, black on back, on green grass, white hair on stomach and legs, gets darker as you go higher, striped with white","white fur, Tongue sticking out, black on the back"
dogs,35,Card9,3,"husky, white hair, tongue sticking out","White hair, tongue sticking out"
dogs,35,Card9,4,"husky, tongue coming out of mouth","Husky, Tongue coming out of mouth"
dogs,35,Card10,1,"black, lying down, tail back up straight in air","black dog, sort of leaning, lying down, tail back up straight in the air"
dogs,35,Card10,2,"tail pointed straight up in air, lying down in grass","dog with a tail pointed straight up in the air, sort of lying down in grass"
dogs,35,Card10,3,"tail pointing out in air, straight up, lying down in grass","dog with a tail pointing out in the air, straight up, lying down in grass"
dogs,35,Card10,4,"tail sticking up in air, lying down",tail sticking up in the air
dogs,22,Card1,1,"facing sideways, tail showing, orange brown, black inner, shadow's black, on its back, tongue sticking out, tail going down, both legs orange, totally to side, left side","it's a dog with the br--tsk, facing sideways, tail is showing, orange brown and it has a black, um...inner--like it's-- the shadow's black, I think his tongue is sticking out"
dogs,22,Card1,2,"tongue sticking out, black shadow on top but orange, facing to left",the first dog with the tongue sticking out with the black shadow…on *top* but it's orange
dogs,22,Card1,3,"tongue sticking out, black shadow, orange back, orange legs","the one with the tongue sticking out, black shadow on it, orange back, orange legs"
dogs,22,Card1,4,tongue sticking out,the one with the tongue sticking out
dogs,22,Card2,1,"body towards front right, face towards left, face turning, orange, black shadow going through, not with green background, doesn't have leash, form field","orange and he has a black shadow going through it, it's the orange dog"
dogs,22,Card2,2,"body towards right, head towards left, orange in back","Number eight, orange in the back, orange"
dogs,22,Card2,3,"orange background, head turned",the one in the orange background
dogs,22,Card2,4,"golden background, head turned","the golden background, with the head turned"
dogs,22,Card3,1,"same position as other dog, but green background, leash","green background, has a leash"
dogs,22,Card3,2,"leash, body towards right, head towards left, in grass","the one with the leash, his body's towards the right, his head is towards the left"
dogs,22,Card3,3,"body towards right, head towards left, leash, green background","facing towards the--uh, his body's towards the right, his head is towards the left, he has a leash, green background"
dogs,22,Card3,4,"leash, head turned, green background","the one with the leash, his head turned, green background"
dogs,22,Card4,1,"brown, facing to right, doesn't have leash, very small, don't know if it's poodle, long nose, long ears, big","It's brown, and it's um, facing to the right, It doesn't have a leash on it, It's very small, his face is towards the right, and the long ears, Big ears"
dogs,22,Card4,2,"poodle, droopy ears, long nose, long ears",with droopy ears and long nose
dogs,22,Card4,3,"long nose, black",the long nose one
dogs,22,Card4,4,long nose,the long nose
dogs,22,Card5,1,"poodle, golden necklace, circle",with a r--golden necklace
dogs,22,Card5,2,"golden necklace, leash, circle",with the golden necklace
dogs,22,Card5,3,circle,the circle
dogs,22,Card5,4,circle,the circle
dogs,22,Card6,1,"Labrador, very tall, black, facing to left","very tall, black"
dogs,22,Card6,2,"Labrador, very tall, black, facing to left","tall, black, facing to the left"
dogs,22,Card6,3,"black, tall","black, tall"
dogs,22,Card6,4,"black, tall","tall, black"
dogs,22,Card7,1,"facing towards left, Lassie, very hairy, brownish","facing towards the left, looks like Lassie, very hairy, brownish"
dogs,22,Card7,2,"Lassie, facing towards left, hair",he's facing towards the left
dogs,22,Card7,3,"hairy, facing to left, Lassie","the hairy one facing to the left, he's hairy"
dogs,22,Card7,4,Lassie,Lassie
dogs,22,Card8,1,"bulldog, with chain, facing towards left, chain around neck","bulldog, with a chain, facing towards the left"
dogs,22,Card8,2,"bulldog, with chain","bulldog, with the chain"
dogs,22,Card8,3,"bulldog, with chain","bulldog, with the chain"
dogs,22,Card8,4,"bulldog, with leash",bulldog with the leash
dogs,22,Card9,1,"wolf, snow","like a, uh--a wolf"
dogs,22,Card9,2,"snow, fox","like the snow, fox"
dogs,22,Card9,3,"fox, snow, wolf",the snow one? The...wolf
dogs,22,Card9,4,snow fox,the snow fox one
dogs,22,Card10,1,"mustache, facing towards left, black, tiny, in grass","it's black, it's in grass"
dogs,22,Card10,2,"wooshy, mustache, tail sticking up","It's in the grass background, he has like a mustache or something?"
dogs,22,Card10,3,mustache,the mustache
