extractor,gpt_model,experiment,prompt_strategy,director_model,matcher_model,session_id,trace_file,round,object_num,basket_id,referring_expression,previous_referring_expression,re_words,relative_lexical_overlap,jaccard_lexical_overlap
gpt,gpt-5.5,ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_3,data/experiments/ACL/gpt5.2-acl/gpt5.2-acl_123244_3/gpt5.2-acl_123244_3_data.json,2,5,5,a squat oval basket with one thick arched handle; the weave is dark charcoal/gray overall; a noticeable lighter/whitish band around the bottom/base; The handle is also two-tone (darker sides with a lighter gray top),"a squat rectangular brown wicker basket with straight sides and a single very thick twisted/rope-like arched handle; The sides look like a chunky checkerboard weave (over-under blocks), with a solid band right under the rim; low and rectangular; the handle is clearly twisted/braided like a rope (not smooth)",38,0.47368421052631576,0.25
gpt,gpt-5.5,ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_3,data/experiments/ACL/gpt5.2-acl/gpt5.2-acl_123244_3/gpt5.2-acl_123244_3_data.json,2,6,6,the novelty animal basket; a lidded wicker basket shaped like a plump duck/goose in side profile; the head with a beak and a little eye on the right side; the whole body is oval like a bird,"a round lidded novelty basket that looks like a cat’s face—front-facing with two little pointed ears on top, a nose/whiskers on the lid, and it sits on small feet; painted cat-face details on the lid (eyes/nose/whiskers); two little ears on top; stands on small feet at the base",38,0.3684210526315789,0.17721518987341772
gpt,gpt-5.5,ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_3,data/experiments/ACL/gpt5.2-acl/gpt5.2-acl_123244_3/gpt5.2-acl_123244_3_data.json,2,7,7,"another animal-lid; a ROUND light-tan basket seen from above; the lid has a cat face (ears, whiskers, little nose/eyes); the whole thing sits on three small feet; Not the side-profile bird","a rectangular boxy basket with a single arched handle; the body is greenish/teal while the rim and handle are orange-brown; The front looks like vertical woven stripes/slats, with a braided band right along the top edge; the only one with that green/teal body and the orange-brown rim/handle; no lid",35,0.2,0.08433734939759036
gpt,gpt-5.5,ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_3,data/experiments/ACL/gpt5.2-acl/gpt5.2-acl_123244_3/gpt5.2-acl_123244_3_data.json,2,8,8,"a very shallow, round/oval open basket like a flat tray; with a single thin arched handle; The base has a clear spiral/coil pattern; light tan in the center with a darker brown band/rim around the outside","a compact oval basket with a single thick arched handle; The weave is notably dark gray-brown, with lighter cream/whitish horizontal bands near the bottom (striped look); No lid—just an open top with a darker rim band; handle and rim are dark gray-brown (not tan); lighter cream stripes are mainly on the lower half of the basket",39,0.48717948717948717,0.2375
gpt,gpt-5.5,ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_3,data/experiments/ACL/gpt5.2-acl/gpt5.2-acl_123244_3/gpt5.2-acl_123244_3_data.json,2,9,9,a boxy rectangular basket with straight sides and a single thick arched handle; The body is two-tone; dark green/teal woven panels on the sides with tan/brown wicker framing; a braided/twisted tan band along the top rim,"a tall, straight-sided cylindrical wicker basket (like a small hamper); open on top; has TWO small loop handles right near the rim—one on each side—no big arching handle and no lid; the tall cylinder with the little side handles; tall straight cylinder/hamper; two small ear-like loop handles right at the top rim (one on each side), with no big arching handle and no lid",40,0.4,0.17204301075268819
gpt,gpt-5.5,ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_3,data/experiments/ACL/gpt5.2-acl/gpt5.2-acl_123244_3/gpt5.2-acl_123244_3_data.json,2,10,10,"a deep, round tub/cylinder basket in medium brown wicker with a tight diagonal/chevron weave; TWO small loop handles on opposite sides near the top rim (no big arched handle); handles are little ear-like loops right near the rim on both sides","a shallow, round tray-like basket with a very visible spiral/coil weave on the bottom; one arched handle that’s offset—attached on one side rather than centered over the middle; No lid; the shallow round ‘tray with side handle’; a light tan handle; attached off to one side (two attachment points on the rim close together); the handle doesn’t span across the center like a normal carry basket; the very shallow round tray with just that one off-center handle",44,0.36363636363636365,0.14414414414414414
gpt,gpt-5.5,ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_3,data/experiments/ACL/gpt5.2-acl/gpt5.2-acl_123244_3/gpt5.2-acl_123244_3_data.json,2,11,11,a small light-tan oval basket with one arched handle; the handle attachments; each side has a reddish/purple wrapped band (like fabric/cord) where the handle meets the rim; those colored wraps,a deep round tub/bucket basket with TWO built-in side handles that stick up like little ears; The weave has a noticeable diagonal/chevron pattern around the sides; No lid and no big arching handle—just the two side handles; medium-brown; handles are two integrated loop “ears” on the sides (no separate arch/bail handle),33,0.36363636363636365,0.15384615384615385
gpt,gpt-5.5,ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_3,data/experiments/ACL/gpt5.2-acl/gpt5.2-acl_123244_3/gpt5.2-acl_123244_3_data.json,2,12,12,"an open, medium-sized oval basket in a uniform warm reddish-brown wicker; one plain arched handle (no colored wraps); the body is deeper/taller than the shallow tray baskets; more like a rounded rectangle/oval tub; not the dark gray one with a pale base band; definitely deeper/taller than the shallow spiral-base tray (basket 8); uniformly warm reddish-brown with NO lighter/pale base band and NO colored wraps at the handle joints","a light tan, boxy/rectangular tote basket with rounded corners and ONE thick arched handle; open-top; the front rim has a noticeable dip/notch in the middle (a shallow V/curved scoop) under the handle; the light tan tote with the dipped front edge",76,0.2631578947368421,0.19801980198019803
gpt,gpt-5.5,ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_3,data/experiments/ACL/gpt5.2-acl/gpt5.2-acl_123244_3/gpt5.2-acl_123244_3_data.json,3,1,1,"a boxy rectangular wicker basket with one big arched handle; the standout is the dark green/teal woven front panel, and it has a thick braided band around the top rim","a light tan rectangular picnic-style wicker basket with a tall central handle; a fitted lid/cover on one side that’s flipped/propped open; half-lidded, half-open; lid/cover propped up on one side (hinged and standing up), not fully closed; light tan, boxy rectangular picnic basket with the tall central handle",31,0.3548387096774194,0.14864864864864866
gpt,gpt-5.5,ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_3,data/experiments/ACL/gpt5.2-acl/gpt5.2-acl_123244_3/gpt5.2-acl_123244_3_data.json,3,2,2,"a light cream/tan oval basket with one tall arched handle; the handle has pale/white wrapped sections near the top, and there are small reddish-brown connector bits where the handle attaches on each side. The rim is a bit darker brown than the body","a tall, straight-sided cylindrical wicker basket (like a round bucket), medium-brown; open at the top; small loop handles near the rim (two little side handles, not one big arching handle); a band with more open/vertical slat-like gaps",46,0.32608695652173914,0.20833333333333334
gpt,gpt-5.5,ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_3,data/experiments/ACL/gpt5.2-acl/gpt5.2-acl_123244_3/gpt5.2-acl_123244_3_data.json,3,3,3,"the round, lidded wicker container that looks like a cat’s head—cat face on the lid (whiskers/nose) with two little pointed ears on top, and it sits on small feet","a very deep, rounded bowl-shaped wicker basket (almost like a little cauldron); one thick, dark brown handle arching high over the top; rim/top band is a bit lighter tan than the handle; the deep, dark bowl/cauldron-shaped basket; a thick very dark brown arched handle; a lighter tan rim band; noticeably deeper than the other handled baskets (not the lighter tan shallow bowl)",32,0.21875,0.07692307692307693
gpt,gpt-5.5,ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_3,data/experiments/ACL/gpt5.2-acl/gpt5.2-acl_123244_3/gpt5.2-acl_123244_3_data.json,3,4,4,the lidded wicker basket shaped like a duck—oval body with a long beak/head sticking out to the right and a small dark eye near the beak,"a small, shallow golden/orange wicker basket; a very tall, thin arched handle that looks like twisted rope; body is low and slightly rectangular/oval, open top; a tight checker-like weave; a shallow, low rectangular/oval shape (more like a little tray basket, not a round bowl); ONE single arched handle that looks like a twisted rope strand; Warm golden/orange wicker",28,0.35714285714285715,0.12345679012345678
gpt,gpt-5.5,ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_3,data/experiments/ACL/gpt5.2-acl/gpt5.2-acl_123244_3/gpt5.2-acl_123244_3_data.json,3,5,5,"a tall oval, open-top wicker basket with one smooth light-tan arched handle. The sides look like vertical slats, and there’s a darker horizontal band just below the rim; very vertically ribbed/slatted sides, and the handle attachments are plain (no colored ties or white wrapping); a darker horizontal band just under the rim",a squat oval basket with one thick arched handle; the weave is dark charcoal/gray overall; a noticeable lighter/whitish band around the bottom/base; The handle is also two-tone (darker sides with a lighter gray top),56,0.30357142857142855,0.22077922077922077
gpt,gpt-5.5,ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_3,data/experiments/ACL/gpt5.2-acl/gpt5.2-acl_123244_3/gpt5.2-acl_123244_3_data.json,3,6,6,"a tall, straight-sided cylindrical dark-brown wicker basket with TWO small loop handles near the top rim (one on each side). It’s like a tall tub/hamper, not wide; the tall, fairly smooth/uniform dark-brown cylinder with two small loop handles right at the rim. It’s narrower and more hamper-like than the wider tubby basket with bigger side handles",the novelty animal basket; a lidded wicker basket shaped like a plump duck/goose in side profile; the head with a beak and a little eye on the right side; the whole body is oval like a bird,64,0.265625,0.2
gpt,gpt-5.5,ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_3,data/experiments/ACL/gpt5.2-acl/gpt5.2-acl_123244_3/gpt5.2-acl_123244_3_data.json,3,7,7,"a very round, bulbous bowl-shaped basket with a single thick dark handle that looks like natural wood/bark (mottled). The body is warm brown/orange with a tight fine weave, and there’s a small rectangular label/patch on the front near the rim. No lid; bulbous round, bark-like dark handle, little label on front","another animal-lid; a ROUND light-tan basket seen from above; the lid has a cat face (ears, whiskers, little nose/eyes); the whole thing sits on three small feet; Not the side-profile bird",57,0.19298245614035087,0.13580246913580246
gpt,gpt-5.5,ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_3,data/experiments/ACL/gpt5.2-acl/gpt5.2-acl_123244_3/gpt5.2-acl_123244_3_data.json,3,8,8,a dark charcoal/blackish oval basket with one thick arched handle; near the top rim it has several pale/white vertical accent strips (like little light dashes) around the upper edge. More squat/oval than tall,"a very shallow, round/oval open basket like a flat tray; with a single thin arched handle; The base has a clear spiral/coil pattern; light tan in the center with a darker brown band/rim around the outside",36,0.3611111111111111,0.20967741935483872
gpt,gpt-5.5,ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_3,data/experiments/ACL/gpt5.2-acl/gpt5.2-acl_123244_3/gpt5.2-acl_123244_3_data.json,3,9,9,"a small, boxy rectangular honey-orange wicker basket with a very tall thin arched handle (handle towers over the low basket). The weave looks blocky/checkerboard",a boxy rectangular basket with straight sides and a single thick arched handle; The body is two-tone; dark green/teal woven panels on the sides with tan/brown wicker framing; a braided/twisted tan band along the top rim,26,0.4230769230769231,0.2
gpt,gpt-5.5,ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_3,data/experiments/ACL/gpt5.2-acl/gpt5.2-acl_123244_3/gpt5.2-acl_123244_3_data.json,3,10,10,"a squat round tub/bucket-shaped wicker basket with TWO thick loop handles that rise from the rim (one on each side). Dark brown/tan and the weave looks diagonal/chevron-like. Open top, no lid","a deep, round tub/cylinder basket in medium brown wicker with a tight diagonal/chevron weave; TWO small loop handles on opposite sides near the top rim (no big arched handle); handles are little ear-like loops right near the rim on both sides",36,0.5555555555555556,0.3333333333333333
gpt,gpt-5.5,ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_3,data/experiments/ACL/gpt5.2-acl/gpt5.2-acl_123244_3/gpt5.2-acl_123244_3_data.json,3,11,11,"a very shallow, round tray-like basket with one thin pale arched handle. The base has a clear spiral/coil pattern, and the side wall has a darker reddish-brown band around it; this shallow spiral one",a small light-tan oval basket with one arched handle; the handle attachments; each side has a reddish/purple wrapped band (like fabric/cord) where the handle meets the rim; those colored wraps,37,0.3783783783783784,0.25
gpt,gpt-5.5,ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_3,data/experiments/ACL/gpt5.2-acl/gpt5.2-acl_123244_3/gpt5.2-acl_123244_3_data.json,3,12,12,"a rectangular picnic-style wicker basket with a FLAT LID that’s hinged and shown propped open. One central arched handle goes over the lid. Golden/yellow wicker, tight vertical slats—only one with an open lid","an open, medium-sized oval basket in a uniform warm reddish-brown wicker; one plain arched handle (no colored wraps); the body is deeper/taller than the shallow tray baskets; more like a rounded rectangle/oval tub; not the dark gray one with a pale base band; definitely deeper/taller than the shallow spiral-base tray (basket 8); uniformly warm reddish-brown with NO lighter/pale base band and NO colored wraps at the handle joints",37,0.3783783783783784,0.1414141414141414
gpt,gpt-5.5,ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_3,data/experiments/ACL/gpt5.2-acl/gpt5.2-acl_123244_3/gpt5.2-acl_123244_3_data.json,4,1,1,"a very shallow, low oval basket like a tray, with a single arched handle; The base shows a tight spiral coil pattern; two-tone—light tan rim/handle but darker brown woven sides; the really flat, tray-like oval with one arch handle and a clearly visible spiral-coil base; not deep like a carry basket; the handle/rim are lighter tan and the sides are darker brown","a boxy rectangular wicker basket with one big arched handle; the standout is the dark green/teal woven front panel, and it has a thick braided band around the top rim",68,0.19117647058823528,0.1511627906976744
gpt,gpt-5.5,ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_3,data/experiments/ACL/gpt5.2-acl/gpt5.2-acl_123244_3/gpt5.2-acl_123244_3_data.json,4,2,2,"fully open (no lid); a low, boxy/rectangular basket with a very chunky twisted-rope handle arching over the top; a tight checker/square basketweave in a uniform honey-brown","a light cream/tan oval basket with one tall arched handle; the handle has pale/white wrapped sections near the top, and there are small reddish-brown connector bits where the handle attaches on each side. The rim is a bit darker brown than the body",30,0.26666666666666666,0.11764705882352941
gpt,gpt-5.5,ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_3,data/experiments/ACL/gpt5.2-acl/gpt5.2-acl_123244_3/gpt5.2-acl_123244_3_data.json,4,3,3,"a lidded wicker basket shaped like a duck/bird; a rounded body with a protruding head on one end; with a little beak and a visible eye; seen more from the side; not an open-top basket; the duck/bird-shaped lidded wicker in side profile, with a protruding head/beak and a visible eye","the round, lidded wicker container that looks like a cat’s head—cat face on the lid (whiskers/nose) with two little pointed ears on top, and it sits on small feet",55,0.21818181818181817,0.16
gpt,gpt-5.5,ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_3,data/experiments/ACL/gpt5.2-acl/gpt5.2-acl_123244_3/gpt5.2-acl_123244_3_data.json,4,4,4,"an open-top, rigid rectangular/boxy basket with one arched handle; The body is dark green/teal weaving; tan/orange trim at the top rim and bottom edge; a braided band right under the rim",the lidded wicker basket shaped like a duck—oval body with a long beak/head sticking out to the right and a small dark eye near the beak,35,0.2857142857142857,0.18867924528301888
gpt,gpt-5.5,ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_3,data/experiments/ACL/gpt5.2-acl/gpt5.2-acl_123244_3/gpt5.2-acl_123244_3_data.json,4,5,5,a deep round tub/bucket basket; open top; with TWO small loop handles sticking up at the rim (left and right); The sides have a diagonal/chevron weave pattern; no big arching carry handle,"a tall oval, open-top wicker basket with one smooth light-tan arched handle. The sides look like vertical slats, and there’s a darker horizontal band just below the rim; very vertically ribbed/slatted sides, and the handle attachments are plain (no colored ties or white wrapping); a darker horizontal band just under the rim",34,0.38235294117647056,0.16883116883116883
gpt,gpt-5.5,ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_3,data/experiments/ACL/gpt5.2-acl/gpt5.2-acl_123244_3/gpt5.2-acl_123244_3_data.json,4,6,6,"a round, bucket-like brown basket with ONE thick arched handle that’s very dark (almost black); open-top; with a lighter tan band around the rim/upper edge; no lid; the very dark (almost black) thick arch handle; the main contrast band is at the TOP rim/upper edge; I don’t see a matching light band near the bottom; mostly uniform brown down the sides","a tall, straight-sided cylindrical dark-brown wicker basket with TWO small loop handles near the top rim (one on each side). It’s like a tall tub/hamper, not wide; the tall, fairly smooth/uniform dark-brown cylinder with two small loop handles right at the rim. It’s narrower and more hamper-like than the wider tubby basket with bigger side handles",67,0.3283582089552239,0.2018348623853211
gpt,gpt-5.5,ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_3,data/experiments/ACL/gpt5.2-acl/gpt5.2-acl_123244_3/gpt5.2-acl_123244_3_data.json,4,7,7,"a tall, straight-sided cylindrical basket (like a wicker wastebasket); open top; with two small loop handles near the rim; medium-brown with darker banding around the top and bottom edges; no lid and no big arch handle; those more open vertical slats near the top","a very round, bulbous bowl-shaped basket with a single thick dark handle that looks like natural wood/bark (mottled). The body is warm brown/orange with a tight fine weave, and there’s a small rectangular label/patch on the front near the rim. No lid; bulbous round, bark-like dark handle, little label on front",46,0.3695652173913043,0.19767441860465115
gpt,gpt-5.5,ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_3,data/experiments/ACL/gpt5.2-acl/gpt5.2-acl_123244_3/gpt5.2-acl_123244_3_data.json,4,8,8,a boxy rectangular picnic-style basket; open top; with one tall central handle; The key feature is a diagonal support/brace running from the rim up to the handle on one side (like a triangular side support); Golden-brown wicker with a darker band around the bottom,a dark charcoal/blackish oval basket with one thick arched handle; near the top rim it has several pale/white vertical accent strips (like little light dashes) around the upper edge. More squat/oval than tall,47,0.2553191489361702,0.16901408450704225
gpt,gpt-5.5,ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_3,data/experiments/ACL/gpt5.2-acl/gpt5.2-acl_123244_3/gpt5.2-acl_123244_3_data.json,4,9,9,"the lidded animal basket that’s a CAT; front-facing round body with two pointed ears on top and a painted cat face (eyes/nose/whiskers); sitting on little feet; Not the side-profile duck; the front-facing cat with ears, painted face, and little feet","a small, boxy rectangular honey-orange wicker basket with a very tall thin arched handle (handle towers over the low basket). The weave looks blocky/checkerboard",46,0.13043478260869565,0.09090909090909091
gpt,gpt-5.5,ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_3,data/experiments/ACL/gpt5.2-acl/gpt5.2-acl_123244_3/gpt5.2-acl_123244_3_data.json,4,10,10,an oval/boat-shaped open basket with one arch handle; light tan wicker with a noticeable whitewashed band around the middle; the handle connects at the sides with small reddish/purple wrapped accents,"a squat round tub/bucket-shaped wicker basket with TWO thick loop handles that rise from the rim (one on each side). Dark brown/tan and the weave looks diagonal/chevron-like. Open top, no lid",33,0.30303030303030304,0.1694915254237288
gpt,gpt-5.5,ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_3,data/experiments/ACL/gpt5.2-acl/gpt5.2-acl_123244_3/gpt5.2-acl_123244_3_data.json,4,11,11,"a squat, rounded-rectangular open basket in a uniform warm reddish-brown/orange wicker; one smooth arched handle the same color as the basket (no dark handle); no white band or colored wraps at the handle joints","a very shallow, round tray-like basket with one thin pale arched handle. The base has a clear spiral/coil pattern, and the side wall has a darker reddish-brown band around it; this shallow spiral one",37,0.2972972972972973,0.1746031746031746
gpt,gpt-5.5,ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_3,data/experiments/ACL/gpt5.2-acl/gpt5.2-acl_123244_3/gpt5.2-acl_123244_3_data.json,4,12,12,a boxy rectangular open basket with a single thick dark arch handle; The body is dark gray/black wicker; a contrasting lighter tan strip/base along the very bottom edge; mostly dark gray/black wicker on the sides; with a lighter tan strip running around the bottom/base edge; The handle is thick and dark; a boxy rectangular shape,"a rectangular picnic-style wicker basket with a FLAT LID that’s hinged and shown propped open. One central arched handle goes over the lid. Golden/yellow wicker, tight vertical slats—only one with an open lid",59,0.2033898305084746,0.14285714285714285
gpt,gpt-5.5,ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_132452_1,data/experiments/ACL/gpt5.2-acl/gpt5.2-acl_132452_1/gpt5.2-acl_132452_1_data.json,1,1,1,the novelty wicker basket shaped like a duck/bird; rounded body with a small head sticking out on the right; with two little bead eyes; a flat strap-like handle running along the top/back; the duck/bird shape; NOT the round cat-face one,,45,1.0,0.0
gpt,gpt-5.5,ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_132452_1,data/experiments/ACL/gpt5.2-acl/gpt5.2-acl_132452_1/gpt5.2-acl_132452_1_data.json,1,2,2,"a deep, round bucket-style wicker basket; with a very dark (almost black) thick arched handle; the body is uniform medium-brown; with a slightly darker band right under the rim",,31,1.0,0.0
gpt,gpt-5.5,ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_132452_1,data/experiments/ACL/gpt5.2-acl/gpt5.2-acl_132452_1/gpt5.2-acl_132452_1_data.json,1,3,3,a light-tan rectangular picnic basket; with a tall handle rising from the center; a hinged lid that’s flipped open and leaning off to the RIGHT side; the smaller picnic basket with the lid flipped open to the right; not a suitcase-style closed box,,46,1.0,0.0
gpt,gpt-5.5,ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_132452_1,data/experiments/ACL/gpt5.2-acl/gpt5.2-acl_132452_1/gpt5.2-acl_132452_1_data.json,1,4,4,an oval basket made of pale/white wicker; with a tan rim; a single arched handle that has little reddish/burgundy wrap accents near where it meets the sides,,29,1.0,0.0
gpt,gpt-5.5,ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_132452_1,data/experiments/ACL/gpt5.2-acl/gpt5.2-acl_132452_1/gpt5.2-acl_132452_1_data.json,1,5,5,"a small rectangular, boxy honey-brown basket; with a very thick twisted-rope looking handle arching over it; a checkered weave (lighter vertical stakes with darker horizontal bands)",,28,1.0,0.0
gpt,gpt-5.5,ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_132452_1,data/experiments/ACL/gpt5.2-acl/gpt5.2-acl_132452_1/gpt5.2-acl_132452_1_data.json,1,6,6,the novelty round wicker basket shaped like a cat face; circular/lidded form with bead eyes and a little nose/mouth with whiskers on the front/top; it sits on small feet; Different from basket 1’s duck/bird profile; definitely has small little feet visible underneath,,47,1.0,0.0
gpt,gpt-5.5,ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_132452_1,data/experiments/ACL/gpt5.2-acl/gpt5.2-acl_132452_1/gpt5.2-acl_132452_1_data.json,1,7,7,a rectangular tote basket with a single arched handle; the body is two-tone with green/teal woven sides; the rim and bottom/base are orange-brown; handle is the same orange-brown as the rim,,36,1.0,0.0
gpt,gpt-5.5,ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_132452_1,data/experiments/ACL/gpt5.2-acl/gpt5.2-acl_132452_1/gpt5.2-acl_132452_1_data.json,1,8,8,"a short, squat basket with a single arched handle; the sides are dark gray/blackish wicker; there’s a lighter natural-colored band/base near the bottom; handle is also dark/charcoal like the sides; the lighter natural color is mainly just a band at the very bottom/base",,49,1.0,0.0
gpt,gpt-5.5,ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_132452_1,data/experiments/ACL/gpt5.2-acl/gpt5.2-acl_132452_1/gpt5.2-acl_132452_1_data.json,1,9,9,"a tall, straight-sided cylindrical wicker basket (like a small hamper); darker medium-brown overall; with TWO small loop handles near the top rim; no big arched handle and no lid; two small loop handles opposite each other right at the top rim",,43,1.0,0.0
gpt,gpt-5.5,ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_132452_1,data/experiments/ACL/gpt5.2-acl/gpt5.2-acl_132452_1/gpt5.2-acl_132452_1_data.json,1,10,10,"a shallow, round tray-like wicker basket; with a very clear spiral/coil pattern on the base; one simple arched handle spanning across the diameter; open top, no lid; quite flat like a tray; with a thin plain arched handle",,40,1.0,0.0
gpt,gpt-5.5,ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_132452_1,data/experiments/ACL/gpt5.2-acl/gpt5.2-acl_132452_1/gpt5.2-acl_132452_1_data.json,1,11,11,a deep round bucket/tub basket; with TWO side handles that rise up like little ears; no big arching handle; The weave looks diagonal/chevron around the sides; two side handles stick up above the rim as integrated loops; it looks chunky/thick-walled,,44,1.0,0.0
gpt,gpt-5.5,ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_132452_1,data/experiments/ACL/gpt5.2-acl/gpt5.2-acl_132452_1/gpt5.2-acl_132452_1_data.json,1,12,12,"an open, light-brown wicker basket; rounded-rectangular with ONE thick arched handle; the rim: it dips in a wavy/scalloped shape at the middle (front/back), giving it a little “smile” cutout",,33,1.0,0.0
gpt,gpt-5.5,ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_132452_1,data/experiments/ACL/gpt5.2-acl/gpt5.2-acl_132452_1/gpt5.2-acl_132452_1_data.json,2,1,1,"a light tan wicker picnic basket with a single tall center handle; it has a flat lid that’s hinged and shown opened/flipped up to the RIGHT side; Kind of a rectangular lunchbox shape; lid is definitely shown open/raised and flipped off to the RIGHT side; light tan, rectangular picnic style with one tall center handle",the novelty wicker basket shaped like a duck/bird; rounded body with a small head sticking out on the right; with two little bead eyes; a flat strap-like handle running along the top/back; the duck/bird shape; NOT the round cat-face one,58,0.2413793103448276,0.15730337078651685
gpt,gpt-5.5,ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_132452_1,data/experiments/ACL/gpt5.2-acl/gpt5.2-acl_132452_1/gpt5.2-acl_132452_1_data.json,2,2,2,"a tall, straight-sided CYLINDER (like a wicker bucket); medium-brown; has small loop handles at the rim (not a big arching handle); you can see one little handle on the upper right; Open top; very vertical, uniform sides: a tall cylinder/bucket; handles are small loops right at the rim (no big arching handle); tall straight-sided cylindrical wicker bucket, open top, with small loop handles right at the rim (no big arch handle)","a deep, round bucket-style wicker basket; with a very dark (almost black) thick arched handle; the body is uniform medium-brown; with a slightly darker band right under the rim",75,0.2,0.16483516483516483
gpt,gpt-5.5,ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_132452_1,data/experiments/ACL/gpt5.2-acl/gpt5.2-acl_132452_1/gpt5.2-acl_132452_1_data.json,2,3,3,"a deep ROUND bowl/bucket-shaped basket (almost hemispherical) with one thick DARK arched handle over the top and a darker band around the rim; handle is very dark (dark brown to almost black) and thicker than most, arching over a deep round/hemispherical basket; darker band right around the rim",a light-tan rectangular picnic basket; with a tall handle rising from the center; a hinged lid that’s flipped open and leaning off to the RIGHT side; the smaller picnic basket with the lid flipped open to the right; not a suitcase-style closed box,51,0.2549019607843137,0.15476190476190477
gpt,gpt-5.5,ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_132452_1,data/experiments/ACL/gpt5.2-acl/gpt5.2-acl_132452_1/gpt5.2-acl_132452_1_data.json,2,4,4,"a small shallow open basket in bright golden-brown wicker with a BIG oval handle made of twisted rope-like wicker (the handle dominates the shape); No lid, just a squat rectangular/oval body; squat shallow basket with a BIG oval handle made of thick twisted/rope-like wicker; body is more rectangular/oval (not a round bowl); bright golden-brown",an oval basket made of pale/white wicker; with a tan rim; a single arched handle that has little reddish/burgundy wrap accents near where it meets the sides,61,0.16393442622950818,0.125
