extractor,gpt_model,experiment,session_prefix,prompt_strategy,director_model,matcher_model,session_id,trace_file,round,object_num,basket_id,referring_expression,previous_referring_expression,re_words,relative_lexical_overlap,jaccard_lexical_overlap
gpt,gpt-5.5,ACL,gpt5.2-acl-cross-round,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-cross-round_143142_3,data/experiments/ACL/2026-05-15/gpt5.2-acl/gpt5.2-acl-cross-round_143142_3/gpt5.2-acl-cross-round_143142_3_data.json,4,5,images/065.png,"the big squat ROUND tub/bucket basket with a dense diagonal/chevron weave and TWO chunky ear-like side handles (like little ears), Open top, no lid, and no arched top handle","the big squat ROUND tub/bucket basket with a dense diagonal/chevron weave and TWO chunky ear-like loop handles on opposite sides; Open top, no lid, no top handle—just those thick side “ears.”; the squat round tub with the dense diagonal/chevron weave and two thick ear-like side loop handles (no top handle)",32,0.9375,0.5172413793103449
gpt,gpt-5.5,ACL,gpt5.2-acl-cross-round,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-cross-round_143142_3,data/experiments/ACL/2026-05-15/gpt5.2-acl/gpt5.2-acl-cross-round_143142_3/gpt5.2-acl-cross-round_143142_3_data.json,4,6,images/001.png,"a deep rounded brown bucket/pot basket with a single VERY dark (almost black) thick arched handle, Tight fine weave and a slightly banded rim; open top, no lid, that dark-handle bucket, the deep rounded brown bucket with the very dark/near-black thick smooth handle, and the rim is just a plain band (no crisscross/X lacing)","a deep, rounded bucket/pot-shaped brown basket with a single very DARK (almost black) thick arched handle; a tight fine weave and a slightly banded rim; open top, no lid; handle is noticeably much darker than the body (almost black) and quite thick/heavy; a deep rounded bucket with tight fine weave",59,0.6779661016949152,0.5555555555555556
gpt,gpt-5.5,ACL,gpt5.2-acl-cross-round,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-cross-round_143142_3,data/experiments/ACL/2026-05-15/gpt5.2-acl/gpt5.2-acl-cross-round_143142_3/gpt5.2-acl-cross-round_143142_3_data.json,4,7,images/037.png,"the tall cylindrical/barrel-shaped brown wicker basket (hamper-like), NO big top handle—just two small loop handles right near the rim on opposite sides, Straight-sided and noticeably taller than the others, that cylinder, the tall cylinder with the two small loop handles","the tall cylindrical/barrel-shaped brown wicker basket—like a small hamper—with NO big top handle; two small loop handles near the rim on opposite sides; Open top, straight-sided and taller than most; the tall straight-sided cylindrical/barrel basket with two SMALL loop handles near the rim and no big top handle",45,0.8222222222222222,0.5873015873015873
gpt,gpt-5.5,ACL,gpt5.2-acl-cross-round,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-cross-round_143142_3,data/experiments/ACL/2026-05-15/gpt5.2-acl/gpt5.2-acl-cross-round_143142_3/gpt5.2-acl-cross-round_143142_3_data.json,4,8,images/015.png,"the golden-tan rectangular picnic basket with ONE tall upright center handle, and a hinged lid that’s visibly flipped open with the lid panel sticking up on the right side, No other basket has that open lid, the ONLY one with a hinged lid visibly flipped open, with the lid panel sticking up on the right and a single tall center handle",the golden-tan rectangular picnic basket with ONE tall upright center handle; a hinged lid that’s visibly flipped open (lid panel sticking up on the right side); No other basket has that open lid,63,0.5555555555555556,0.5555555555555556
gpt,gpt-5.5,ACL,gpt5.2-acl-cross-round,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-cross-round_143142_3,data/experiments/ACL/2026-05-15/gpt5.2-acl/gpt5.2-acl-cross-round_143142_3/gpt5.2-acl-cross-round_143142_3_data.json,4,9,images/033.png,"the round lidded basket with a cat face on the lid—two bead eyes, nose/mouth with whiskers—and it sits on small stubby feet, No handle, the cat-face one, the cat-face lidded one with little feet","the ROUND lidded basket with a cat face on top—two bead eyes, little nose/mouth with whiskers—and it sits on small stubby feet; No handle; no handle and sits on little feet",39,0.6923076923076923,0.5869565217391305
gpt,gpt-5.5,ACL,gpt5.2-acl-cross-round,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-cross-round_143142_3,data/experiments/ACL/2026-05-15/gpt5.2-acl/gpt5.2-acl-cross-round_143142_3/gpt5.2-acl-cross-round_143142_3_data.json,4,10,images/009.png,"the small shallow oval/boat-shaped basket that’s mostly pale straw/whitish with clear darker brown horizontal stripe bands, ONE arched handle, with little darker wrap/connector spots where the handle meets the sides, No lid, that pale striped oval, the plain pale/whitish shallow oval with darker horizontal stripe bands—there are NO leather tie/strap pieces hanging from the handle, Just one arched handle with small darker wrap/connector spots at the ends",the small shallow oval/boat-shaped basket that’s very pale straw/whitish with darker brown horizontal stripes; ONE arched handle (no lid); little darker wrap/connector spots where it attaches to the sides; the shallow pale striped oval,76,0.4473684210526316,0.41975308641975306
gpt,gpt-5.5,ACL,gpt5.2-acl-cross-round,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-cross-round_143142_3,data/experiments/ACL/2026-05-15/gpt5.2-acl/gpt5.2-acl-cross-round_143142_3/gpt5.2-acl-cross-round_143142_3_data.json,4,11,images/017.png,"the warm medium-brown oval/rounded-rectangle basket with ONE centered arched handle, *gappy vertical slat* sides, and a very clear *V-shaped notch/dip* in the front rim, No lid, the notched-rim slat-weave one, the slat-weave one with the obvious V-notch",an open-top oval/rounded-rectangle basket in warm medium-brown with ONE centered arched handle; a gappy vertical slat/open weave; the front rim has a clear V-shaped notch/dip; that notched-rim slat-weave oval; a clear V-shaped notch/dip in the front rim; warm medium-brown with those gappy vertical slats on the sides and one centered handle,46,0.8260869565217391,0.5352112676056338
gpt,gpt-5.5,ACL,gpt5.2-acl-cross-round,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-cross-round_143142_3,data/experiments/ACL/2026-05-15/gpt5.2-acl/gpt5.2-acl-cross-round_143142_3/gpt5.2-acl-cross-round_143142_3_data.json,4,12,images/040.png,"the squat OVAL basket with a very dark gray/black woven body, a light/pale band around the rim, and ONE thick arched handle that’s distinctly two-tone (dark on top but noticeably lighter underneath), Open top, no lid, that dark-gray oval","the squat OVAL basket with a very dark gray/black woven body and a light/pale band around the rim; one thick arched handle that’s two-tone—darker on top but noticeably lighter underneath; Open top, no lid; that dark gray oval; handle is distinctly two-tone: dark on top with a noticeably lighter underside; that pale rim band on the dark gray/black oval body",44,1.0,0.6567164179104478
gpt,gpt-5.5,ACL,gpt5.2-acl-cross-round,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-cross-round_143142_3,data/experiments/ACL/2026-05-15/gpt5.2-acl/gpt5.2-acl-cross-round_143142_3/gpt5.2-acl-cross-round_143142_3_data.json,5,1,images/040.png,"squat oval basket with a very dark gray/black woven body, a light/pale band around the rim, and ONE thick arched handle that’s two-tone (darker on top, noticeably lighter underneath); Open top, no lid; handle is clearly two-tone (lighter underside)","the squat OVAL basket with a very dark gray/black woven body, a light/pale band around the rim, and ONE thick arched handle that’s distinctly two-tone (dark on top but noticeably lighter underneath), Open top, no lid, that dark-gray oval",44,0.8181818181818182,0.6923076923076923
gpt,gpt-5.5,ACL,gpt5.2-acl-cross-round,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-cross-round_143142_3,data/experiments/ACL/2026-05-15/gpt5.2-acl/gpt5.2-acl-cross-round_143142_3/gpt5.2-acl-cross-round_143142_3_data.json,5,2,images/009.png,shallow oval/boat-shaped basket that’s mostly pale straw/whitish with darker brown horizontal stripe bands; ONE arched handle with little darker wrap/connector spots where it meets the sides (and a lighter wrap near the top of the handle); No lid; very shallow pale striped boat with the light wrap at the top of the handle,"the small shallow oval/boat-shaped basket that’s mostly pale straw/whitish with clear darker brown horizontal stripe bands, ONE arched handle, with little darker wrap/connector spots where the handle meets the sides, No lid, that pale striped oval, the plain pale/whitish shallow oval with darker horizontal stripe bands—there are NO leather tie/strap pieces hanging from the handle, Just one arched handle with small darker wrap/connector spots at the ends",58,0.7758620689655172,0.5056179775280899
gpt,gpt-5.5,ACL,gpt5.2-acl-cross-round,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-cross-round_143142_3,data/experiments/ACL/2026-05-15/gpt5.2-acl/gpt5.2-acl-cross-round_143142_3/gpt5.2-acl-cross-round_143142_3_data.json,5,3,images/065.png,"big squat ROUND tub/bucket basket with a dense diagonal/chevron weave and TWO chunky ear-like loop handles on opposite sides; Open top, no lid, and no arched top handle; squat chevron-weave tub with two thick ear-handles and no top handle","the big squat ROUND tub/bucket basket with a dense diagonal/chevron weave and TWO chunky ear-like side handles (like little ears), Open top, no lid, and no arched top handle",44,0.6136363636363636,0.5510204081632653
gpt,gpt-5.5,ACL,gpt5.2-acl-cross-round,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-cross-round_143142_3,data/experiments/ACL/2026-05-15/gpt5.2-acl/gpt5.2-acl-cross-round_143142_3/gpt5.2-acl-cross-round_143142_3_data.json,5,4,images/001.png,"deep rounded brown bucket/pot basket with ONE very dark (almost black) thick arched handle; tight fine weave and a slightly banded rim; Open top, no lid; deep rounded pot/bucket with the near-black thick handle; the rim is just a plain band (no crisscross/X lacing)","a deep rounded brown bucket/pot basket with a single VERY dark (almost black) thick arched handle, Tight fine weave and a slightly banded rim; open top, no lid, that dark-handle bucket, the deep rounded brown bucket with the very dark/near-black thick smooth handle, and the rim is just a plain band (no crisscross/X lacing)",48,0.9583333333333334,0.7540983606557377
gpt,gpt-5.5,ACL,gpt5.2-acl-cross-round,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-cross-round_143142_3,data/experiments/ACL/2026-05-15/gpt5.2-acl/gpt5.2-acl-cross-round_143142_3/gpt5.2-acl-cross-round_143142_3_data.json,5,5,images/037.png,tall cylindrical/barrel-shaped brown wicker basket (hamper-like); straight-sided and open at the top; ONLY two small loop handles near the rim on opposite sides—no big arched top handle; tall straight-sided cylinder with the two small loop handles,"the tall cylindrical/barrel-shaped brown wicker basket (hamper-like), NO big top handle—just two small loop handles right near the rim on opposite sides, Straight-sided and noticeably taller than the others, that cylinder, the tall cylinder with the two small loop handles",42,0.8333333333333334,0.6730769230769231
gpt,gpt-5.5,ACL,gpt5.2-acl-cross-round,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-cross-round_143142_3,data/experiments/ACL/2026-05-15/gpt5.2-acl/gpt5.2-acl-cross-round_143142_3/gpt5.2-acl-cross-round_143142_3_data.json,5,6,images/022.png,small open-top RECTANGULAR basket in warm golden/orange-brown with ONE thick twisted/rope-style arched handle; The sides have a chunky blocky basketweave and there’s a slightly darker band just under the rim; No lid; low open rectangular basket in warm golden-brown with the single thick twisted/rope handle and chunky blocky weave; No lid,"a small open-top rectangular basket in warm golden-brown with a single thick *twisted/rope* arched handle, The weave is chunky square/blocky (basketweave) and it’s fairly low/boxy, that squat open rectangle with the thick twisted/rope handle—NOT the lidded picnic basket and not the green/teal panel one",59,0.6271186440677966,0.49333333333333335
gpt,gpt-5.5,ACL,gpt5.2-acl-cross-round,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-cross-round_143142_3,data/experiments/ACL/2026-05-15/gpt5.2-acl/gpt5.2-acl-cross-round_143142_3/gpt5.2-acl-cross-round_143142_3_data.json,5,7,images/017.png,"warm medium-brown oval/rounded-rectangle basket with ONE centered arched handle, *gappy vertical slat/open-weave* sides, and a very clear *V-shaped notch/dip* in the front rim; Open top, no lid; sharp V-notch front rim and the gappy vertical slat sides","the warm medium-brown oval/rounded-rectangle basket with ONE centered arched handle, *gappy vertical slat* sides, and a very clear *V-shaped notch/dip* in the front rim, No lid, the notched-rim slat-weave one, the slat-weave one with the obvious V-notch",45,0.8,0.6545454545454545
gpt,gpt-5.5,ACL,gpt5.2-acl-cross-round,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-cross-round_143142_3,data/experiments/ACL/2026-05-15/gpt5.2-acl/gpt5.2-acl-cross-round_143142_3/gpt5.2-acl-cross-round_143142_3_data.json,5,8,images/076.png,"light-tan duck/bird-shaped wicker basket in side profile, with the beak sticking out to the RIGHT and a single blue bead eye; it has an arched handle over the top/back; animal-shaped duck/bird basket with the single blue bead eye and the beak pointing right (with the handle arching over its back)","the light-tan duck/bird-shaped wicker basket in side profile, with the beak sticking out to the RIGHT and a single blue bead eye; it has an arched handle over the top/back, the duck (not the cat-face lid)",56,0.6607142857142857,0.6166666666666667
gpt,gpt-5.5,ACL,gpt5.2-acl-cross-round,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-cross-round_143142_3,data/experiments/ACL/2026-05-15/gpt5.2-acl/gpt5.2-acl-cross-round_143142_3/gpt5.2-acl-cross-round_143142_3_data.json,5,9,images/033.png,"round lidded basket with a cat face on the lid—two bead eyes, little nose/mouth with whiskers—and it stands on small stubby feet; No handle; cat-face lidded one with little feet","the round lidded basket with a cat face on the lid—two bead eyes, nose/mouth with whiskers—and it sits on small stubby feet, No handle, the cat-face one, the cat-face lidded one with little feet",34,0.9411764705882353,0.7804878048780488
gpt,gpt-5.5,ACL,gpt5.2-acl-cross-round,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-cross-round_143142_3,data/experiments/ACL/2026-05-15/gpt5.2-acl/gpt5.2-acl-cross-round_143142_3/gpt5.2-acl-cross-round_143142_3_data.json,5,10,images/015.png,"golden-tan rectangular picnic basket with ONE tall upright center handle, and a hinged lid that’s clearly flipped OPEN (lid panel sticking up on one side); No other basket has that open lid; lid is visibly flipped up","the golden-tan rectangular picnic basket with ONE tall upright center handle, and a hinged lid that’s visibly flipped open with the lid panel sticking up on the right side, No other basket has that open lid, the ONLY one with a hinged lid visibly flipped open, with the lid panel sticking up on the right and a single tall center handle",39,0.9487179487179487,0.5692307692307692
gpt,gpt-5.5,ACL,gpt5.2-acl-cross-round,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-cross-round_143142_3,data/experiments/ACL/2026-05-15/gpt5.2-acl/gpt5.2-acl-cross-round_143142_3/gpt5.2-acl-cross-round_143142_3_data.json,5,11,images/019.png,"very shallow round tray/bowl with a super obvious spiral/target coil pattern on the base, and ONE pale handle attached off-center on the rim (not centered); No lid; shallow spiral-base tray","the very shallow round tray/bowl with ONE pale arched handle and a super obvious spiral/target coil pattern on the bottom (looks like concentric circles), No lid—more like a serving tray than a deep basket, the shallow spiral tray, not a deeper round basket",34,0.7647058823529411,0.48148148148148145
gpt,gpt-5.5,ACL,gpt5.2-acl-cross-round,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-cross-round_143142_3,data/experiments/ACL/2026-05-15/gpt5.2-acl/gpt5.2-acl-cross-round_143142_3/gpt5.2-acl-cross-round_143142_3_data.json,5,12,images/012.png,"rectangular handled basket with a distinct GREEN/TEAL woven panel running across the middle, with orange-brown rim and an orange-brown bottom band; It has one arched handle and a scalloped/zigzag braid detail right under the rim","the rectangular basket with ONE arched handle and a distinct GREEN/TEAL panel running across the middle, with orange-brown rim and an orange-brown bottom band, a scalloped/zigzag braid detail right under the rim, the green-middle rectangle",39,0.8974358974358975,0.7954545454545454
gpt,gpt-5.5,ACL,gpt5.2-acl-cross-round,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-cross-round_143142_4,data/experiments/ACL/2026-05-15/gpt5.2-acl/gpt5.2-acl-cross-round_143142_4/gpt5.2-acl-cross-round_143142_4_data.json,1,1,images/076.png,"the novelty animal-shaped wicker basket; a round ‘mouse/rodent’ body with a pointed snout sticking out to the right, tiny ear bumps on top, and a little bead-like eye near the snout; the SIDE-ON animal with the snout sticking out to the right and a handle along its back; NOT the top-down round face one",,59,1.0,0.0
gpt,gpt-5.5,ACL,gpt5.2-acl-cross-round,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-cross-round_143142_4,data/experiments/ACL/2026-05-15/gpt5.2-acl/gpt5.2-acl-cross-round_143142_4/gpt5.2-acl-cross-round_143142_4_data.json,1,2,images/001.png,a rounded bucket-shaped brown wicker basket with one BIG arching handle that’s very dark (almost black); The rim has a noticeable horizontal band/edge; the body is a smooth medium-brown weave; handle is distinctly darker than the body (almost black); a rounded bucket/cauldron shape with a thicker banded rim near the top,,56,1.0,0.0
gpt,gpt-5.5,ACL,gpt5.2-acl-cross-round,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-cross-round_143142_4,data/experiments/ACL/2026-05-15/gpt5.2-acl/gpt5.2-acl-cross-round_143142_4/gpt5.2-acl-cross-round_143142_4_data.json,1,3,images/015.png,"a light-tan, rectangular picnic basket with a hinged lid; its lid is flipped/propped open toward the RIGHT; a tall central handle rising up between the two halves; More boxy than the others; the rectangular picnic basket with the hinged lid visibly OPEN and tilted to the right, with a tall upright handle in the middle; not a fully closed box",,62,1.0,0.0
gpt,gpt-5.5,ACL,gpt5.2-acl-cross-round,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-cross-round_143142_4,data/experiments/ACL/2026-05-15/gpt5.2-acl/gpt5.2-acl-cross-round_143142_4/gpt5.2-acl-cross-round_143142_4_data.json,1,4,images/009.png,a small shallow oval/boat-shaped basket with one arched handle; The weave is two-tone: a lighter (almost pale/white) body with a darker brown rim/inner edge; the handle has little reddish-brown wrap/binding where it meets the sides; mostly pale/whitish overall and quite shallow/boat-shaped; with a darker brown rim and those small reddish-brown wraps where the handle meets the sides,,68,1.0,0.0
gpt,gpt-5.5,ACL,gpt5.2-acl-cross-round,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-cross-round_143142_4,data/experiments/ACL/2026-05-15/gpt5.2-acl/gpt5.2-acl-cross-round_143142_4/gpt5.2-acl-cross-round_143142_4_data.json,1,5,images/022.png,"a squat rectangular/boxy basket in dark honey-brown, with a very thick twisted-rope-looking arched handle; The front face has a chunky square/checkered weave pattern; noticeably THICK twisted/rope-style handle and a chunky square/checkered front weave",,41,1.0,0.0
gpt,gpt-5.5,ACL,gpt5.2-acl-cross-round,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-cross-round_143142_4,data/experiments/ACL/2026-05-15/gpt5.2-acl/gpt5.2-acl-cross-round_143142_4/gpt5.2-acl-cross-round_143142_4_data.json,1,6,images/033.png,"the round, lidded wicker basket viewed from above with a CAT face on the lid; two eyes and whiskers/nose drawn/stitched; a pale tan circle and sits on little feet; the round lidded top-down cat-face one on little feet",,42,1.0,0.0
gpt,gpt-5.5,ACL,gpt5.2-acl-cross-round,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-cross-round_143142_4,data/experiments/ACL/2026-05-15/gpt5.2-acl/gpt5.2-acl-cross-round_143142_4/gpt5.2-acl-cross-round_143142_4_data.json,1,7,images/012.png,"a wide rectangular basket with one handle; the bottom half is distinctly green/teal woven (two-tone), while the rim and handle are light natural brown; a decorative braided/zigzag band along the top front edge; the wide, low rectangular one where the teal/green weave covers most of the front panel, with a light tan rim/handle and that braided trim along the top front",,66,1.0,0.0
gpt,gpt-5.5,ACL,gpt5.2-acl-cross-round,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-cross-round_143142_4,data/experiments/ACL/2026-05-15/gpt5.2-acl/gpt5.2-acl-cross-round_143142_4/gpt5.2-acl-cross-round_143142_4_data.json,1,8,images/040.png,"the squat oval basket that’s very dark gray/blackish overall, with a single arched handle; Near the bottom it has noticeable lighter horizontal bands/stripes (pale tan/white) wrapping around; more contrasty than the other handled baskets; mostly very dark/charcoal overall; the only light coloring is a few pale horizontal bands right near the bottom/base; Not a broadly two-tone body, just those base stripes",,68,1.0,0.0
gpt,gpt-5.5,ACL,gpt5.2-acl-cross-round,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-cross-round_143142_4,data/experiments/ACL/2026-05-15/gpt5.2-acl/gpt5.2-acl-cross-round_143142_4/gpt5.2-acl-cross-round_143142_4_data.json,1,9,images/037.png,"a tall, straight-sided CYLINDER/hamper basket, medium-dark brown, open at the top; two small loop handles like little ears on opposite sides near the rim; not one big arch handle; those two small ear-like loop handles right up at the rim on opposite sides; a tall straight cylinder (no big arching handle)",,55,1.0,0.0
gpt,gpt-5.5,ACL,gpt5.2-acl-cross-round,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-cross-round_143142_4,data/experiments/ACL/2026-05-15/gpt5.2-acl/gpt5.2-acl-cross-round_143142_4/gpt5.2-acl-cross-round_143142_4_data.json,1,10,images/019.png,"a very shallow ROUND tray basket with one long arched handle going over the top (like a serving tray); The base has a clear spiral/coiled pattern; it’s pale straw-tan; No lid, just a flat round dish with a handle; a single long arch that connects to the tray on opposite sides (like a bail handle); not a vertical upright handle; a flat round tray with a spiral base",,71,1.0,0.0
gpt,gpt-5.5,ACL,gpt5.2-acl-cross-round,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-cross-round_143142_4,data/experiments/ACL/2026-05-15/gpt5.2-acl/gpt5.2-acl-cross-round_143142_4/gpt5.2-acl-cross-round_143142_4_data.json,1,11,images/065.png,"a deep round tub basket (open top) with TWO chunky side handles that stick up like little ears; The weave looks diagonal/chevron; there’s a darker band near the bottom; No big arch handle over the top; the deep round tub with TWO thick ear-like side handles, a diagonal/chevron weave, and a darker band around the lower part/base (no over-the-top arch handle)",,68,1.0,0.0
gpt,gpt-5.5,ACL,gpt5.2-acl-cross-round,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-cross-round_143142_4,data/experiments/ACL/2026-05-15/gpt5.2-acl/gpt5.2-acl-cross-round_143142_4/gpt5.2-acl-cross-round_143142_4_data.json,1,12,images/017.png,"a medium-brown handled basket with an oval/rounded-rectangle shape and a distinctive dipped/scooped front rim; the front edge is lower like a smile; one normal arched handle and a more open slatted/lattice weave; no lid, not two-tone",,42,1.0,0.0
gpt,gpt-5.5,ACL,gpt5.2-acl-cross-round,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-cross-round_143142_4,data/experiments/ACL/2026-05-15/gpt5.2-acl/gpt5.2-acl-cross-round_143142_4/gpt5.2-acl-cross-round_143142_4_data.json,2,1,images/015.png,"the light-tan rectangular picnic basket with a hinged lid that’s visibly OPEN and flipped/propped to the RIGHT, plus a tall upright handle in the middle; that open-lid boxy one; lid is clearly open and flipped to the right","a light-tan, rectangular picnic basket with a hinged lid; its lid is flipped/propped open toward the RIGHT; a tall central handle rising up between the two halves; More boxy than the others; the rectangular picnic basket with the hinged lid visibly OPEN and tilted to the right, with a tall upright handle in the middle; not a fully closed box",42,0.7619047619047619,0.4444444444444444
gpt,gpt-5.5,ACL,gpt5.2-acl-cross-round,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-cross-round_143142_4,data/experiments/ACL/2026-05-15/gpt5.2-acl/gpt5.2-acl-cross-round_143142_4/gpt5.2-acl-cross-round_143142_4_data.json,2,2,images/037.png,"a tall, straight-sided cylindrical hamper basket, medium-brown, open at the top, with TWO small ear-like loop handles right near the rim (no big arch handle over the top)","a tall, straight-sided CYLINDER/hamper basket, medium-dark brown, open at the top; two small loop handles like little ears on opposite sides near the rim; not one big arch handle; those two small ear-like loop handles right up at the rim on opposite sides; a tall straight cylinder (no big arching handle)",31,0.8709677419354839,0.4576271186440678
gpt,gpt-5.5,ACL,gpt5.2-acl-cross-round,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-cross-round_143142_4,data/experiments/ACL/2026-05-15/gpt5.2-acl/gpt5.2-acl-cross-round_143142_4/gpt5.2-acl-cross-round_143142_4_data.json,2,3,images/001.png,"the rounded bucket-shaped brown wicker basket with ONE big arch handle that’s very dark/almost black, plus a thicker banded rim near the top; the dark-handle bucket",a rounded bucket-shaped brown wicker basket with one BIG arching handle that’s very dark (almost black); The rim has a noticeable horizontal band/edge; the body is a smooth medium-brown weave; handle is distinctly darker than the body (almost black); a rounded bucket/cauldron shape with a thicker banded rim near the top,30,0.9,0.4576271186440678
gpt,gpt-5.5,ACL,gpt5.2-acl-cross-round,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-cross-round_143142_4,data/experiments/ACL/2026-05-15/gpt5.2-acl/gpt5.2-acl-cross-round_143142_4/gpt5.2-acl-cross-round_143142_4_data.json,2,4,images/022.png,the squat rectangular/boxy honey-brown basket with a VERY thick twisted-rope-looking arched handle; The front has a chunky square/checkered weave pattern; the one with the extra-thick twisted rope handle and the chunky square/checker weave on the front,"a squat rectangular/boxy basket in dark honey-brown, with a very thick twisted-rope-looking arched handle; The front face has a chunky square/checkered weave pattern; noticeably THICK twisted/rope-style handle and a chunky square/checkered front weave",43,0.7674418604651163,0.6470588235294118
gpt,gpt-5.5,ACL,gpt5.2-acl-cross-round,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-cross-round_143142_4,data/experiments/ACL/2026-05-15/gpt5.2-acl/gpt5.2-acl-cross-round_143142_4/gpt5.2-acl-cross-round_143142_4_data.json,2,5,images/040.png,"the squat oval basket that’s very dark charcoal/blackish overall, with a single arched handle, and a few pale/light horizontal bands right near the bottom/base; pale stripes are only down at the base; the rest is almost entirely dark","the squat oval basket that’s very dark gray/blackish overall, with a single arched handle; Near the bottom it has noticeable lighter horizontal bands/stripes (pale tan/white) wrapping around; more contrasty than the other handled baskets; mostly very dark/charcoal overall; the only light coloring is a few pale horizontal bands right near the bottom/base; Not a broadly two-tone body, just those base stripes",42,0.8333333333333334,0.4666666666666667
gpt,gpt-5.5,ACL,gpt5.2-acl-cross-round,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-cross-round_143142_4,data/experiments/ACL/2026-05-15/gpt5.2-acl/gpt5.2-acl-cross-round_143142_4/gpt5.2-acl-cross-round_143142_4_data.json,2,6,images/076.png,"the novelty animal-shaped wicker basket (mouse/rodent) shown in SIDE profile, with a pointed snout sticking out to the RIGHT, a bead-like eye near the snout, and a handle running along its back/top; the side-on mouse, not the top-down cat-face","the novelty animal-shaped wicker basket; a round ‘mouse/rodent’ body with a pointed snout sticking out to the right, tiny ear bumps on top, and a little bead-like eye near the snout; the SIDE-ON animal with the snout sticking out to the right and a handle along its back; NOT the top-down round face one",46,0.8478260869565217,0.5909090909090909
gpt,gpt-5.5,ACL,gpt5.2-acl-cross-round,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-cross-round_143142_4,data/experiments/ACL/2026-05-15/gpt5.2-acl/gpt5.2-acl-cross-round_143142_4/gpt5.2-acl-cross-round_143142_4_data.json,2,7,images/033.png,"the round, lidded wicker basket seen from above with a CAT FACE on the lid (eyes + whiskers/nose), pale tan, sitting on little feet; the cat-face lid and it sits on little feet","the round, lidded wicker basket viewed from above with a CAT face on the lid; two eyes and whiskers/nose drawn/stitched; a pale tan circle and sits on little feet; the round lidded top-down cat-face one on little feet",34,0.8823529411764706,0.6521739130434783
gpt,gpt-5.5,ACL,gpt5.2-acl-cross-round,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-cross-round_143142_4,data/experiments/ACL/2026-05-15/gpt5.2-acl/gpt5.2-acl-cross-round_143142_4/gpt5.2-acl-cross-round_143142_4_data.json,2,8,images/019.png,a very shallow ROUND tray basket (flat dish) with a clear spiral/coiled base pattern and one long arched bail handle attaching on opposite sides; pale straw-tan; the flattest round tray with a spiral base and a bail handle,"a very shallow ROUND tray basket with one long arched handle going over the top (like a serving tray); The base has a clear spiral/coiled pattern; it’s pale straw-tan; No lid, just a flat round dish with a handle; a single long arch that connects to the tray on opposite sides (like a bail handle); not a vertical upright handle; a flat round tray with a spiral base",40,0.875,0.4605263157894737
