experiment,session_prefix,prompt_strategy,director_model,matcher_model,session_id,round,object_num,basket_id,left_extractor,left_gpt_model,right_extractor,right_gpt_model,left_re_words,right_re_words,word_count_delta_right_minus_left,multiset_jaccard,left_referring_expression,right_referring_expression
ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_1,2,10,images/065.png,deterministic,,gpt,gpt-5.5,66,55,-11,0.8333333333333334,the deep round tub/bowl basket with NO big arch handle—instead it has two short upright loop handles on opposite sides (like little ears). The weave looks diagonal/chevron in medium brown. Let me know when you’ve selected it. has ONLY the two small upright rim loops (ear-like) and no big arched handle; it’s the deep tub with a chevron/diagonal weave.,the deep round tub/bowl basket with NO big arch handle—instead it has two short upright loop handles on opposite sides (like little ears). The weave looks diagonal/chevron in medium brown.; ONLY the two small upright rim loops (ear-like) and no big arched handle; the deep tub with a chevron/diagonal weave.
ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_1,2,11,images/009.png,deterministic,,gpt,gpt-5.5,54,49,-5,0.9074074074074074,"the shallow oval/boat-shaped basket, light cream/tan with a darker brown rim. It has one arch handle that’s partly wrapped with a lighter band near the top, and there are small reddish tie points where the handle meets the sides. Confirm when you’ve got the cream oval with red ties.","the shallow oval/boat-shaped basket, light cream/tan with a darker brown rim. It has one arch handle that’s partly wrapped with a lighter band near the top, and there are small reddish tie points where the handle meets the sides.; the cream oval with red ties"
ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_1,2,12,images/017.png,deterministic,,gpt,gpt-5.5,45,39,-6,0.8666666666666667,"the small squat *airy slatted/lattice* basket in plain light brown, with ONE normal arched handle (not twisted). The rim makes a noticeable V-shaped dip/notch at the front where the handle attaches. No lid—please confirm when you’ve placed the slatted one.","the small squat *airy slatted/lattice* basket in plain light brown, with ONE normal arched handle (not twisted). The rim makes a noticeable V-shaped dip/notch at the front where the handle attaches. No lid; the slatted one"
ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_1,2,2,images/037.png,deterministic,,gpt,gpt-5.5,33,24,-9,0.7272727272727273,"the tall straight-sided CYLINDER (wastebasket style), medium-brown weave, with TWO small loop handles right near the rim—no single big arch handle. Let me know when you’ve got that one.","the tall straight-sided CYLINDER (wastebasket style), medium-brown weave, with TWO small loop handles right near the rim—no single big arch handle."
ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_1,2,3,images/001.png,deterministic,,gpt,gpt-5.5,68,59,-9,0.8676470588235294,"the deep rounded bucket-shaped wicker basket with ONE big thick arched handle that’s very dark (almost black). Body is medium brown with a tight fine weave and a smooth band around the rim (no lid). Confirm when you’ve got the dark-handle bucket. the one with the *darkest, near-black* thick arched handle and a deep rounded bucket body (tight fine weave, smooth rim band).","the deep rounded bucket-shaped wicker basket with ONE big thick arched handle that’s very dark (almost black). Body is medium brown with a tight fine weave and a smooth band around the rim (no lid).; the one with the *darkest, near-black* thick arched handle and a deep rounded bucket body (tight fine weave, smooth rim band)."
ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_1,2,4,images/022.png,deterministic,,gpt,gpt-5.5,37,28,-9,0.7567567567567568,the squat rectangular open basket with a very thick twisted rope/braid arch handle. The body is medium-to-dark brown with a chunky blocky weave (no lid). Confirm when you’ve picked the rope-handle rectangle.,the squat rectangular open basket with a very thick twisted rope/braid arch handle. The body is medium-to-dark brown with a chunky blocky weave (no lid).
ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_1,2,5,images/040.png,deterministic,,gpt,gpt-5.5,71,64,-7,0.9014084507042254,"the small oval bucket basket that’s mostly dark gray/black woven, with one arched handle, and a distinct light tan/cream band ONLY around the very bottom/base. No lid. Let me know when you’ve got the dark one with the pale base band. the darkest gray/black one, and the only light tan/cream part is a band right at the very bottom/base (everything above is dark).","the small oval bucket basket that’s mostly dark gray/black woven, with one arched handle, and a distinct light tan/cream band ONLY around the very bottom/base. No lid.; the dark one with the pale base band; the darkest gray/black one, and the only light tan/cream part is a band right at the very bottom/base (everything above is dark)."
ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_1,2,6,images/076.png,deterministic,,gpt,gpt-5.5,40,37,-3,0.925,"the animal-shaped SIDE-profile bird/duck basket: light tan, rounded body, with a little head and beak protruding to the RIGHT and a small blue-ish eye dot. No handle. (Not the front-facing cat-face.) Confirm when placed.","the animal-shaped SIDE-profile bird/duck basket: light tan, rounded body, with a little head and beak protruding to the RIGHT and a small blue-ish eye dot. No handle. (Not the front-facing cat-face.)"
ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_1,2,7,images/033.png,deterministic,,gpt,gpt-5.5,40,33,-7,0.825,"the light tan ROUND front-facing animal/cat-face basket—has two little ears on top, painted face (eyes/whiskers), and it sits on tiny feet/pegs. No handle. Let me know when you’ve selected the cat-face one.","the light tan ROUND front-facing animal/cat-face basket—has two little ears on top, painted face (eyes/whiskers), and it sits on tiny feet/pegs. No handle.; the cat-face one"
ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_1,2,8,images/019.png,deterministic,,gpt,gpt-5.5,42,36,-6,0.8571428571428571,"the very shallow ROUND tray/platter basket with one thin arched handle; the base has a really clear spiral/coil pattern (light tan with a hint of reddish). It’s the flattest, most plate-like one. Confirm when you’ve got it.","the very shallow ROUND tray/platter basket with one thin arched handle; the base has a really clear spiral/coil pattern (light tan with a hint of reddish). It’s the flattest, most plate-like one."
ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_1,2,9,images/012.png,deterministic,,gpt,gpt-5.5,38,35,-3,0.9210526315789473,"the tall rectangular basket with one arched handle and distinct greenish/teal vertical woven panels on the sides, with a brown/orange frame and rim. It’s the only one with that green-toned striping—confirm when placed.","the tall rectangular basket with one arched handle and distinct greenish/teal vertical woven panels on the sides, with a brown/orange frame and rim. It’s the only one with that green-toned striping"
ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_1,3,1,images/012.png,deterministic,,gpt,gpt-5.5,55,43,-12,0.7818181818181819,"(top-left) is the tall rectangular basket with a single arched handle and distinctive greenish/teal vertical woven panels on the sides, framed by a brown/orange rim and edges. It’s the only one with that green-toned striping—confirm when you’ve selected it. the only one with green/teal striped sides. Now","the tall rectangular basket with a single arched handle and distinctive greenish/teal vertical woven panels on the sides, framed by a brown/orange rim and edges, the only one with that green-toned striping, the only one with green/teal striped sides"
ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_1,3,10,images/065.png,deterministic,,gpt,gpt-5.5,42,37,-5,0.8809523809523809,a deep round tub/bowl basket with NO big arch handle—instead it has two short upright loop handles on opposite sides (like little ears). The weave is diagonal/chevron in medium brown. Confirm when you’ve selected that two-“ears” tub.,"a deep round tub/bowl basket with NO big arch handle—instead it has two short upright loop handles on opposite sides (like little ears), The weave is diagonal/chevron in medium brown, that two-“ears” tub"
ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_1,3,11,images/019.png,deterministic,,gpt,gpt-5.5,54,47,-7,0.8703703703703703,the very shallow ROUND tray/platter basket (the flattest one) with a single thin arched handle; the base has a really clear spiral/coil pattern in light tan with a hint of reddish. Let me know when you’ve got the flat spiral-base platter. the flattest round platter with the spiral/coil base.,"the very shallow ROUND tray/platter basket (the flattest one) with a single thin arched handle, the base has a really clear spiral/coil pattern in light tan with a hint of reddish, the flat spiral-base platter, the flattest round platter with the spiral/coil base"
ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_1,3,12,images/015.png,deterministic,,gpt,gpt-5.5,45,40,-5,0.8888888888888888,"the rectangular picnic-style basket with a LID that’s flipped OPEN and sticking out to the RIGHT side, plus a tall vertical handle/strap rising from the middle. No big arched handle. Confirm when you’ve picked the boxy one with the open lid.","the rectangular picnic-style basket with a LID that’s flipped OPEN and sticking out to the RIGHT side, plus a tall vertical handle/strap rising from the middle, No big arched handle, the boxy one with the open lid"
ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_1,3,2,images/009.png,deterministic,,gpt,gpt-5.5,50,42,-8,0.84,"the shallow oval/boat-shaped basket in light cream/tan with a darker brown rim. It has one arch handle with a pale wrap near the top, and little reddish tie points where the handle attaches to the sides. Confirm when you’ve got that cream oval with red ties.","the shallow oval/boat-shaped basket in light cream/tan with a darker brown rim, one arch handle with a pale wrap near the top, little reddish tie points where the handle attaches to the sides, that cream oval with red ties"
ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_1,3,3,images/033.png,deterministic,,gpt,gpt-5.5,53,49,-4,0.9245283018867925,"the round front-facing animal/cat-face basket: light tan, has two little ears on top and painted face details (eyes/whiskers) and it sits on tiny feet/pegs—no handle. Make sure it’s not the side-profile bird with a beak. the front-facing cat-face with ears and little feet.","the round front-facing animal/cat-face basket, light tan, has two little ears on top and painted face details (eyes/whiskers) and it sits on tiny feet/pegs—no handle, not the side-profile bird with a beak, the front-facing cat-face with ears and little feet"
ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_1,3,4,images/076.png,deterministic,,gpt,gpt-5.5,41,36,-5,0.8780487804878049,"the SIDE-profile bird/duck basket—light tan, rounded body, with a small head and beak sticking out to the RIGHT and a single blue-ish eye dot. No handle. Confirm when you’ve placed the beak-to-the-right one.","the SIDE-profile bird/duck basket—light tan, rounded body, with a small head and beak sticking out to the RIGHT and a single blue-ish eye dot, No handle, the beak-to-the-right one"
ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_1,3,5,images/017.png,deterministic,,gpt,gpt-5.5,58,53,-5,0.9137931034482759,"the light pinkish-tan airy slatted basket: squat bucket shape with one plain arched handle, very see-through vertical slat sides, and a noticeable V-shaped dip/notch in the rim at the front under the handle. No lid. Confirm when you’ve got the open-slat one. the airy slatted one with the V-shaped rim dip.","the light pinkish-tan airy slatted basket, squat bucket shape with one plain arched handle, very see-through vertical slat sides, and a noticeable V-shaped dip/notch in the rim at the front under the handle, No lid, the open-slat one, the airy slatted one with the V-shaped rim dip"
ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_1,3,6,images/037.png,deterministic,,gpt,gpt-5.5,37,32,-5,0.8648648648648649,"a tall straight-sided CYLINDER (like a wicker wastebasket), medium-brown, with TWO small loop handles right near the rim. No big arched handle. Confirm when you’ve selected the tall cylinder with the two little loops.","a tall straight-sided CYLINDER (like a wicker wastebasket), medium-brown, with TWO small loop handles right near the rim, No big arched handle, the tall cylinder with the two little loops"
ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_1,3,7,images/001.png,deterministic,,gpt,gpt-5.5,59,52,-7,0.8813559322033898,the deep rounded bucket-shaped wicker basket with ONE big thick arched handle that’s very dark/near-black. The body is medium brown with a tight fine weave and a smooth band around the rim (no lid). Let me know when you’ve got the dark-handle bucket. the one with the *darkest near-black* thick arched handle.,"the deep rounded bucket-shaped wicker basket with ONE big thick arched handle that’s very dark/near-black, The body is medium brown with a tight fine weave and a smooth band around the rim (no lid), the dark-handle bucket, the one with the *darkest near-black* thick arched handle"
ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_1,3,8,images/040.png,deterministic,,gpt,gpt-5.5,48,43,-5,0.8958333333333334,"the small oval bucket basket that’s mostly dark gray/black, with one arched handle and a light tan/cream band ONLY around the very bottom/base. No lid. Confirm when you’ve got the dark one with the pale base band. pale band only at the base.","the small oval bucket basket that’s mostly dark gray/black, with one arched handle and a light tan/cream band ONLY around the very bottom/base, No lid, the dark one with the pale base band, pale band only at the base"
ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_1,3,9,images/022.png,deterministic,,gpt,gpt-5.5,44,39,-5,0.8863636363636364,the squat rectangular open basket with a VERY thick twisted rope/braid arch handle. The body is medium-brown with a chunky blocky weave (no lid). Confirm when you’ve got the rope-handle rectangle. the one with the extra-thick braided/rope handle.,"the squat rectangular open basket with a VERY thick twisted rope/braid arch handle, The body is medium-brown with a chunky blocky weave (no lid), the rope-handle rectangle, the one with the extra-thick braided/rope handle"
ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_1,4,1,images/019.png,deterministic,,gpt,gpt-5.5,47,36,-11,0.5961538461538461,"(top-left) is the very shallow ROUND platter/tray basket with one thin arched handle. The inside/base shows a clear spiral/coil pattern (light tan with a bit of reddish). It’s the flattest, most plate-like one—let me know when you’ve got it.","very shallow ROUND platter/tray basket with one thin arched handle, inside/base shows a clear spiral/coil pattern (light tan with a bit of reddish), flattest, most plate-like one, very shallow spiral-coil platter"
ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_1,4,10,images/009.png,deterministic,,gpt,gpt-5.5,89,68,-21,0.7640449438202247,"the shallow oval/boat-shaped basket in light cream/tan with a darker brown rim. It has one arch handle with a pale wrap near the top, and little reddish tie points where the handle attaches on both sides. Let me know when you’ve got the cream oval with red ties. the cream/tan shallow oval one where you can see the small reddish ties at BOTH handle ends, and the handle has that pale wrap near the top. If that matches what you placed, you’re good.","shallow oval/boat-shaped basket in light cream/tan with a darker brown rim, one arch handle with a pale wrap near the top, and little reddish tie points where the handle attaches on both sides, cream oval with red ties, cream/tan shallow oval one where you can see the small reddish ties at BOTH handle ends, and the handle has that pale wrap near the top"
ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_1,4,11,images/017.png,deterministic,,gpt,gpt-5.5,50,40,-10,0.8,the small squat light-brown basket with VERY open/airy vertical slats (see-through lattice sides) and one plain arched handle. Key detail: the rim makes a clear V-shaped dip/notch at the front right under where the handle meets. Confirm when you’ve placed the airy slatted one.,"small squat light-brown basket with VERY open/airy vertical slats (see-through lattice sides) and one plain arched handle, rim makes a clear V-shaped dip/notch at the front right under where the handle meets, airy slatted one"
ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_1,4,12,images/040.png,deterministic,,gpt,gpt-5.5,40,36,-4,0.9,"the small oval bucket that’s mostly DARK gray/black woven, with one arched handle, and a distinct LIGHT tan/cream band ONLY around the very bottom/base. No lid—please pick the dark one with the pale base band.","small oval bucket that’s mostly DARK gray/black woven, with one arched handle, and a distinct LIGHT tan/cream band ONLY around the very bottom/base, No lid, dark one with the pale base band"
ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_1,4,2,images/022.png,deterministic,,gpt,gpt-5.5,50,38,-12,0.76,"the squat rectangular open basket with a VERY thick twisted rope/braid arch handle (looks like a chunky rope). Body has a blocky, chunky weave—not a smooth bucket. Can you confirm when you spot that rope-handle rectangle? the low rectangular one with the super-thick twisted rope handle.","squat rectangular open basket with a VERY thick twisted rope/braid arch handle (looks like a chunky rope), blocky, chunky weave—not a smooth bucket, rope-handle rectangle, low rectangular one with the super-thick twisted rope handle"
ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_1,4,3,images/076.png,deterministic,,gpt,gpt-5.5,53,37,-16,0.6981132075471698,"the side-profile bird/duck-shaped basket—light tan, rounded body with a little head and beak sticking out to the RIGHT and a small blue eye dot. No handle. Let me know when you’ve got the beak-to-the-right one (not the front-facing cat-face). the side-profile bird.","side-profile bird/duck-shaped basket—light tan, rounded body with a little head and beak sticking out to the RIGHT and a small blue eye dot, No handle, beak-to-the-right one, side-profile bird"
ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_1,4,4,images/012.png,deterministic,,gpt,gpt-5.5,45,34,-11,0.7555555555555555,"the tall rectangular basket with ONE arched handle and distinctive green/teal vertical woven panels on the sides, framed by a brown/orange rim and edges. It’s the only green-striped rectangle—confirm when you’ve placed it. the only green/teal striped rectangle.","tall rectangular basket with ONE arched handle and distinctive green/teal vertical woven panels on the sides, framed by a brown/orange rim and edges, only green-striped rectangle, only green/teal striped rectangle"
ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_1,4,5,images/065.png,deterministic,,gpt,gpt-5.5,61,48,-13,0.7868852459016393,a deep round tub/bowl basket with NO big arch handle; instead it has two small upright loop handles on opposite sides (like little ears). The weave is diagonal/chevron in medium brown. Tell me when you’ve got that two-ears tub. the deep tub with the diagonal/chevron weave and the two small upright loop handles on opposite sides.,"deep round tub/bowl basket with NO big arch handle, two small upright loop handles on opposite sides (like little ears), weave is diagonal/chevron in medium brown, two-ears tub, deep tub with the diagonal/chevron weave and the two small upright loop handles on opposite sides"
ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_1,4,6,images/001.png,deterministic,,gpt,gpt-5.5,58,51,-7,0.8793103448275862,"the deep rounded bucket-shaped basket with ONE thick arched handle that’s very dark (almost black). The body is medium-brown with a tight fine weave and a smooth solid band right around the rim. No lid—confirm when you find the near-black-handle bucket. darkest near-black thick arch handle, with that smooth rim band.","deep rounded bucket-shaped basket with ONE thick arched handle that’s very dark (almost black), body is medium-brown with a tight fine weave and a smooth solid band right around the rim, No lid, near-black-handle bucket, darkest near-black thick arch handle, with that smooth rim band"
ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_1,4,7,images/037.png,deterministic,,gpt,gpt-5.5,36,28,-8,0.7777777777777778,"the tall straight-sided CYLINDER (wastebasket style), medium brown, with TWO small loop handles right near the rim—no big arched handle. Please confirm when you’ve selected the tall cylinder with the two little loops.","tall straight-sided CYLINDER (wastebasket style), medium brown, with TWO small loop handles right near the rim—no big arched handle, tall cylinder with the two little loops"
ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_1,4,8,images/015.png,deterministic,,gpt,gpt-5.5,80,68,-12,0.85,"the rectangular picnic-style basket with a LID that’s flipped OPEN and sticking out to the RIGHT side, plus a tall vertical handle/strap rising from the middle. No big arched handle. Let me know when you’ve got the boxy one with the open lid. the picnic-style rectangular one where the lid is clearly *hinged open* and jutting out to the RIGHT, with the tall central upright strap/handle. It’s not a closed flat-lidded box.","rectangular picnic-style basket with a LID that’s flipped OPEN and sticking out to the RIGHT side, plus a tall vertical handle/strap rising from the middle, No big arched handle, boxy one with the open lid, picnic-style rectangular one where the lid is clearly *hinged open* and jutting out to the RIGHT, with the tall central upright strap/handle, not a closed flat-lidded box"
ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_1,4,9,images/033.png,deterministic,,gpt,gpt-5.5,55,35,-20,0.6363636363636364,"the round front-facing cat/animal-face basket: light tan, two little ears on top, painted eyes/whiskers, and it sits on tiny feet/pegs. No handle. (Different from the side-profile bird with a beak.) Confirm when you’ve placed the cat-face one. the front-facing cat-face with ears and little feet.","round front-facing cat/animal-face basket: light tan, two little ears on top, painted eyes/whiskers, and it sits on tiny feet/pegs, No handle, front-facing cat-face with ears and little feet"
ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_1,5,1,images/040.png,deterministic,,gpt,gpt-5.5,44,39,-5,0.8863636363636364,"(top-left) is the small oval bucket basket that’s mostly dark gray/black woven, with one arched handle, and a clear light tan/cream band ONLY around the very bottom/base. ’s only light part is that pale band right at the base.","small oval bucket basket that’s mostly dark gray/black woven, with one arched handle, and a clear light tan/cream band ONLY around the very bottom/base; only light part is that pale band right at the base"
ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_1,5,10,images/015.png,deterministic,,gpt,gpt-5.5,64,61,-3,0.953125,"the rectangular picnic-style basket with a lid that’s flipped OPEN and jutting out to the RIGHT side, plus a tall vertical center handle/strap rising from the middle (boxy shape, no big arched handle). definitely the picnic basket with the lid *flipped open* and sticking out to the RIGHT, with the tall central upright strap handle (not a flat closed-lid box).","rectangular picnic-style basket with a lid that’s flipped OPEN and jutting out to the RIGHT side, plus a tall vertical center handle/strap rising from the middle (boxy shape, no big arched handle); picnic basket with the lid *flipped open* and sticking out to the RIGHT, with the tall central upright strap handle (not a flat closed-lid box)"
ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_1,5,11,images/019.png,deterministic,,gpt,gpt-5.5,49,39,-10,0.7959183673469388,"the very shallow ROUND platter/tray: it’s the flattest one, with a single thin arched handle and a really clear spiral/coil pattern on the base (light tan with a hint of reddish). Confirm when you’ve placed the flat spiral-base tray. the flattest spiral-base tray.","very shallow ROUND platter/tray; the flattest one, with a single thin arched handle and a really clear spiral/coil pattern on the base (light tan with a hint of reddish); flat spiral-base tray; flattest spiral-base tray"
ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_1,5,12,images/012.png,deterministic,,gpt,gpt-5.5,37,33,-4,0.8918918918918919,"the tall rectangular basket with ONE arched handle and distinctive green/teal vertical woven panels on the sides, framed by a brown/orange rim and edges (no lid). It’s the only one with green striped sides.","tall rectangular basket with ONE arched handle and distinctive green/teal vertical woven panels on the sides, framed by a brown/orange rim and edges (no lid); only one with green striped sides"
ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_1,5,2,images/009.png,deterministic,,gpt,gpt-5.5,61,48,-13,0.7868852459016393,"the shallow oval/boat-shaped basket in light cream/tan with a darker brown rim. One arch handle with a pale wrap near the top, and little reddish tie points where the handle meets the sides. Confirm when you’ve got the cream oval with red ties. has red ties on both sides and a darker rim than the cream body.","shallow oval/boat-shaped basket in light cream/tan with a darker brown rim; One arch handle with a pale wrap near the top, and little reddish tie points where the handle meets the sides; red ties on both sides and a darker rim than the cream body"
ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_1,5,3,images/065.png,deterministic,,gpt,gpt-5.5,55,38,-17,0.6909090909090909,a deep round tub/bowl basket with NO big arch handle; instead it has two small upright loop handles on opposite sides (like little ears). The weave is a diagonal/chevron pattern in medium brown. Let me know when you’ve selected it. has only the two small upright rim-loop handles (no big arch).,deep round tub/bowl basket with NO big arch handle; two small upright loop handles on opposite sides (like little ears); diagonal/chevron pattern in medium brown; only the two small upright rim-loop handles (no big arch)
ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_1,5,4,images/001.png,deterministic,,gpt,gpt-5.5,64,48,-16,0.75,"the deep rounded bucket-shaped basket with ONE thick arched handle that’s very dark/near-black. It has a tight fine weave and a smooth solid band around the rim. Confirm when you spot the near-black-handle bucket. the deep bucket with the *darkest near-black* thick arch handle, and the rim has a smooth solid band (not a zigzag/diamond pattern).",deep rounded bucket-shaped basket with ONE thick arched handle that’s very dark/near-black; tight fine weave and a smooth solid band around the rim; deep bucket with the *darkest near-black* thick arch handle; rim has a smooth solid band (not a zigzag/diamond pattern)
ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_1,5,5,images/037.png,deterministic,,gpt,gpt-5.5,45,29,-16,0.6444444444444445,"the tall straight-sided CYLINDER (wastebasket style), medium brown, with TWO small loop handles right near the rim—no single big arched handle. Please confirm when you’ve got the tall cylinder with the two little loops. the tall cylinder with two small loop handles.","tall straight-sided CYLINDER (wastebasket style), medium brown, with TWO small loop handles right near the rim—no single big arched handle; tall cylinder with two small loop handles"
ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_1,5,6,images/022.png,deterministic,,gpt,gpt-5.5,56,43,-13,0.7678571428571429,"the squat rectangular open basket with a VERY thick twisted rope/braid arched handle (looks like chunky rope). Body is medium-brown with a blocky/chunky weave, no lid. Let me know when you’ve placed the rope-handle rectangle. the low rectangular one with the super-thick twisted rope handle (not the green-panel rectangle).","squat rectangular open basket with a VERY thick twisted rope/braid arched handle (looks like chunky rope); Body is medium-brown with a blocky/chunky weave, no lid; low rectangular one with the super-thick twisted rope handle (not the green-panel rectangle)"
ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_1,5,7,images/017.png,deterministic,,gpt,gpt-5.5,100,82,-18,0.82,"a light warm brown/tan ROUND bucket-style basket with one plain arched handle the same color as the body (not near-black). It’s more of a smooth, uniform weave and a simple rounded bucket shape—no slats, no special patterns. Confirm when you’ve got the plain light-brown bucket with matching handle. ’s rim is pretty plain/simple (no bold zigzag/diamond band and not that thick smooth collar like the near-black-handle bucket). It’s the light/medium-brown bucket with a matching-color handle. has a basically plain top edge (no zigzag/diamond decoration).","light warm brown/tan ROUND bucket-style basket with one plain arched handle the same color as the body (not near-black); smooth, uniform weave and a simple rounded bucket shape—no slats, no special patterns; plain light-brown bucket with matching handle; rim is pretty plain/simple (no bold zigzag/diamond band and not that thick smooth collar like the near-black-handle bucket); light/medium-brown bucket with a matching-color handle; basically plain top edge (no zigzag/diamond decoration)"
ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_1,5,8,images/076.png,deterministic,,gpt,gpt-5.5,52,44,-8,0.8461538461538461,"the side-profile bird/duck-shaped basket, light tan, rounded body, with a little head and beak sticking out to the RIGHT and a small blue-ish eye dot. No handle. Confirm when you’ve got the beak-to-the-right one (not the front-facing cat-face). the side-profile bird.","side-profile bird/duck-shaped basket, light tan, rounded body, with a little head and beak sticking out to the RIGHT and a small blue-ish eye dot; No handle; beak-to-the-right one (not the front-facing cat-face); side-profile bird"
ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_1,5,9,images/033.png,deterministic,,gpt,gpt-5.5,41,30,-11,0.7317073170731707,"the round front-facing cat/animal-face basket: light tan, two little ears on top, painted eyes/whiskers, and it sits on tiny feet/pegs (no handle). Confirm when you’ve placed the cat-face one. the front-facing cat-face.","round front-facing cat/animal-face basket: light tan, two little ears on top, painted eyes/whiskers, and it sits on tiny feet/pegs (no handle); front-facing cat-face"
