pair_id,filename,1,2,3,4
knco59ak_1xyqcmx8_oh2eunjd,017.png,light brown basket with braiding on the top rim,"Wide almost heart-shaped opening, shortish handle, braided trim, its all the same color, It's fairly tall but not the talles","Heart shaped-ish entry, braided trim",Heartish shaped opening
knco59ak_1xyqcmx8_oh2eunjd,019.png,wide shallow basket with darker brown trim and white handle,"VERY shallow basket, dark brown trim around circumference, a white handle, the most shallow, very wide circumference, 3/4ths angle downward view of the basket not a sideview, the trim is dark brown, the handle is very light brown, about as 5 inches tall it looks like","Super shallow basket, large circular downward view of inside basket that is very shallow, Very light colored handle, light colored basket, dark brown trim around the circumference","shallow basket big circle, white handle brown rim."
knco59ak_1xyqcmx8_oh2eunjd,022.png,shallow basket silhouette with vine across handle,"Shallow basket, tall handle, vine going across it, also shallow, but not as shallow, almost squared off handle, vine going across the handle","Shallow basket, squared off handle, vine across it",shallow basket with tall handle with vine running across it.
knco59ak_1xyqcmx8_oh2eunjd,033.png,mouse shaped basket front facing with whiskers,Mouse,Mouse,Mouse
knco59ak_1xyqcmx8_oh2eunjd,037.png,tall basket with tiny handles,"Tall basket, tiny handles",Tall with tiny handles,Tallest basket with tiny handles
knco59ak_1xyqcmx8_oh2eunjd,040.png,dark blackish-grey silhouette of a circular basket,"Side view of circle basket, blackish grey center, lighter trim on top and bottom","silhouette of a circular basket with an entirely flat bottom, the mid section is dark greyish brown, bottom/top trim being white, The handle is also quite dark, perfect silhouette side view, you can't see inside it at all, multi colored, circular basket, bottom is completely flat, The bottom is white, mid section is dark blackish greyish sandwiched between white bottom and top, made with horizontal cording with vertical sticks every few inches, the midsection is a dark blackish greyish color with white bottom",the darkish greyish midsection with white bottom and dark handle
knco59ak_1xyqcmx8_oh2eunjd,065.png,multi layered basket with 3 baskets in one,"Basket with other baskets inside, showing 6 total handles","Big basket, two smaller baskets inside, 6 handles total",Baskets within baskets 6 handles total
knco59ak_1xyqcmx8_oh2eunjd,076.png,bunny rabbit shaped,Bunny rabbit,Bunny rabbit,Bunny rabbit
knco59ak_5fbib7c1_bof4el2c,001.png,"has a nice handle, nice dark wood looking, kind of like an acorn half wooden basket, dark mesh, round, does have a rim, darker brown",acorn looking one,looked like an acorn,acorn looking one
knco59ak_5fbib7c1_bof4el2c,009.png,"talk handle, the bottom part of the handle making v on each side, has a rim, white and then brown on the bottom, handles have some white on each side at a small part on the handle","arch handle with the two v's before the trim and then it's white and then tan on the bottom, also has some white on the handles","arch handle, two white pieces on it, v's at the rim, it has a tan braided trim, white for about 4 rows, goes back brown at the bottom","the one with the handle across, two white pieces on it, braided trim, then 4 white weaves, tan on the bottom, has the v's on the handle"
knco59ak_5fbib7c1_bof4el2c,012.png,"sideways view of a basket with a handle, not too talk, light brown trim, dark basket, taller than the last one we did, light brown trim along the bottom","tan twisted handle, light braided trim then dark, the braided trim at the bottom, the braided trims looks the same at top and bottom","wide basket facing us, twisted handles, the light trim and then dark and the light bottom, twisted braid trim, looks like the fish basket, facing us long ways, it has a handle, not too high all the way across, the braided light trim, then the dark weave, then the light weave on the bottom, you can count 8 lines, lighter brown, the trim and the bottom are the same colors, its unlike the rest, both are the same color on the trim and the bottom, I don't see 4 sections, I counted 8 lines down that you can see along the side..., in the dark part of the basket, the trim is a braid type, the handle looks like it's wrapped as it touches the rim",looks like a fish basket
knco59ak_5fbib7c1_bof4el2c,015.png,"like a picnic basket, thick woven, one of those old basket that some people used to put fish in when fishing, one side of the flap looks closed, the left side looks closed, rectangular",picnic basket looking one,"picnic basket, with the left flap closed, the handle in the middle","picnic basket, left flap closed"
knco59ak_5fbib7c1_bof4el2c,017.png,"looks kind of like a weaved purse, has a handle like a purse, braided trim, twisted handle","the one I said looks like a purse, the one with the deep in the side, dip","looks like the purse with the dip on the sides, with the handle all the way across","purse one, with the dips on the side"
knco59ak_5fbib7c1_bof4el2c,019.png,"flat light colored basket, blonde looking handle, weave kind of looks blondfe too","blonde wide handle, shallow tan and white basket, big round and shallow type","blonde handle, shallow, wood rim, white","blonde handle, shallow, with white"
knco59ak_5fbib7c1_bof4el2c,022.png,"wide handle, looks twisted, has a rim, short bottom basket, kind of like one you might gather herbs in, looks like twisted with twine, showing a sideways view","wide handle sideways views..not the real shallow, but the twisted handles, trim, kinda light brown, just one, sideways view higher up from the basket part, trim but a not too tall basket","twisted handle all the way across, wood trim, weave bottom, it's not too tall but it's higher than the shallow one, light colored twisted wood handle, not too awful wide","wood handle that goes all the way across, wood trim, the basket is about all the same color..., twisted handle, not too tall but not shallow, it's a light tan colored, a little dark tan I guess"
knco59ak_5fbib7c1_bof4el2c,033.png,"looks like a fat bunny or guinea pig looking at me, you can see both eyes, eyes cocked up in the air, looks like it has two feet","guinea pig looking one, with the two legs","looks like the guinea pig with the two feet, facing us",guinea pig
knco59ak_5fbib7c1_bof4el2c,037.png,"tall woven basket, handle on each side, short handles, open breaks in the weave, tall oblongated",tall oblongated one with two handles,"tall oblongated one with the openings in it, two handles, one on each side","tall oblongated on, two handles on the side, open weave in it"
knco59ak_5fbib7c1_bof4el2c,040.png,"small handle, kinda arched but like a purse handle, the shape of the basket is kind of like a drum, white under the rim and down on the bottom","looked like a drum, had across handle, white at top and bottom, twisted trim under the handle, the handle looks like twisted dark wood, it's the same at the bottom","handle all the way across, twisted wood rim, then light colored weave, then dark, then white trim, the one that looks like a drum",drum looking one
knco59ak_5fbib7c1_bof4el2c,065.png,"handle on each side that kind of looks like they are leaning out, a pot sized weave basket","two leaning handles, it looks like it has another basket inside of it","two outward leaning handles, looks like it has another basket inside of it","two outward leaning handles, looks like another basket inside of it"
knco59ak_5fbib7c1_bof4el2c,076.png,"has rabbit ears, shaped kind of like a rabbit, light tan/brown color, facing towards my right, has one eye showing","bunny with the one eye, no legs","the bunny rabbit, with the one eye",bunny rabbit with one eye
knco59ak_5kddifip_g6k2jo3i,001.png,"Dark brown wicker basket with a thick handle., It is a darker brown with the bottom right portion looking shaded., The handle is curved over the top and is thick.","It is brown, it almost has a flower pot look to it., It is shaded on the bottom right so it looks darker brown there than the rest of the basket., The rim looks like one thick solid piece that is brown with some black lines going across it horizontally., One in the middle, and one towards the top., You can see slightly into the top., The handle looks like one thick piece and is dark brown., The basket almost looks like it is solid compared to the rest of the wicker baskets., It is a darker brown, but it is not cylindrical., From the bottom it widens out with a slight outward curve.","Dark brown handle, You can see slightly into the top, The rim looks like a thick solid piece with 2 black lines that go across it horizontally, The bottom piece is brown and looks more solid than the rest of the baskets, There is a darker shade on the bottom right of it, It is shaped like a bowl or flowerpot.","Dark brown handle. You can see very little into the top of the basket. The top rim looks like one thick piece with 2 dark lines going horizontally. The basket itself looks almost solid, and the most solid out of all of the baskets. Its shape is similar to a bowl or flower pot."
knco59ak_5kddifip_g6k2jo3i,009.png,"The bottom part of the basket is brown at the bottom with white lines on the upper half., The handle has 2 white wrappings and then it splits into two branches on each side.","Bottom is brown., The top part of the basket has white horizontal lines., The handle has what looks a white wrapping on the left and right side., Below these wrappings the handle branches out in a Y shape until it connects to the rim.","The handle has white wrappings and then splits into a Y shape until it connects to the top rim, The top rim is brown, The top part of the basket has white horizontal lines, The bottom of the basket is brown.",The handle has two white bands on either side. The handle splits into a Y shape where it connects to the rim. You can see inside the basket. The top rim is light brown. The basket is brown at the bottom and has white horizontal lines at the top.
knco59ak_5kddifip_g6k2jo3i,012.png,"The very bottom is a light brown., The middle has about 8 wicker pieces that are vertical., In between those the color is like a dark green/brown., The top rim is light brown., The handle is thin, light brown, and connects to each side.","The bottom is brown and looks woven., There are 8 wicker pieces that go from bottom to just under the top rim., The horizontal pieces look like a dark brown/green., The rim is brown and looks woven., The handle is one piece and connects to each side.","The bottom rim is light brown and looks braided/woven, The middle part of the basket has 8 brown pieces of wicker going vertical from the top of the bottom rim to the bottom of the top rim, Under those are horizontal pieces that look dark brown/green, The top rim is light brown and looks woven/braided, The handle is brown, You cannot see inside the basket.",Brown handle. The top rim is brown and looks braided/woven. The main part of the basket has about 8 pieces of wicker going vertical. The wicker behind that is horizontal and looks dark brown/green. The bottom rim is brown and looks braided/woven. You cannot see inside the basket.
knco59ak_5kddifip_g6k2jo3i,015.png,Looks like a traditional picnic basket with a closed lid on the left and an open lid on the right.,"Looks like a traditional picnic basket., It is light brown with a thick handle in the middle., The lid on the left is closed., The lid on the right is open and at an angle touching the handle and rim of the basket.","Looks like a traditional picnic basket with a closed lid on the top left and an open lid on the top right, The lid on the right is at an angle, touching the handle and the rim of the basket, You can see inside the basket on the right side where the lid is open.",Looks like a traditional picnic basket. The lid on the left is closed. The lid on the right is at an angle touching the top of the handle and rim. You can see inside the basket on the right side.
knco59ak_5kddifip_g6k2jo3i,017.png,"It is brown, and looks like it expands in the middle portions., The rim looks like it has an indentation in the middle., The handle is light brown., The rim does look slightly woven/braided., The handle connection to the basket looks like they are clamping down on the rim., You can see a little inside the basket., You can also see small amounts of light on the far side of the inner basket., just pure brown.","The rim is indented, basically curved downwards., It is the only basket I have that looks like that., The handle is light brown and the attachments look like they are clamping down on the rim., The rim looks braided or woven., You can see inside the basket, but really only the top portion.","The handle is brown and looks like it is clamping down on the rim, The rim is light brown and looks braided/woven, The rim is also curved downwards, like an indentation in the middle, You can see inside the basket.","Brown handle that looks like it is clamping down on the rim. The rim is curved inwards, basically an indentation right in the middle. You can see inside it. The main part of the basket is brown."
knco59ak_5kddifip_g6k2jo3i,019.png,"A wide basket that is very shallow., The bottom is a light brown., The rim is a dark brown., The handle is light brown and thin., Inside the basket it looks like a woven circular pattern with a brown spot in the middle.","It is shallow and light brown., The rim is a darker brown., The handle is a thin light brown., Inside the basket is a circular pattern with a brown spot in the middle.","It is the most shallow basket, The handle is light brown, The rim is a darker brown, Inside the basket at the bottom it has a circular pattern with a brown spot in the middle.","The most shallow basket. Light brown handle, darker brown rim. You can see inside the basket, and it looks like a circular pattern with a brown spot in the middle."
knco59ak_5kddifip_g6k2jo3i,022.png,"It is a wicker basket with thick pieces, the handle looks woven like a braid., The bottom part of the basket has light brown pieces vertical, with thicker dark brown pieces horizontal., At the edge of the top of the basket it is light brown with thick pieces of the wicker., The basket has a very woven look to it., Kind of like if you were putting a belt in and out of loops.","The handle is light brown and looks braided., The rim looks like 3 pieces of wicker going horizontally with about 8 pices of wicker going vertical., The basket itself looks like it is woven, similar to a belt through belt loops., With thin brown pieces going vertical and thicker darker brown pieces going horizontally.","The handle looks braided and is light brown, You can see slightly into the top of the basket, The top rim looks like 3 pieces of wicker going horizontal, with vertical pieces over it, The basket itself looks woven like a belt through belt loops.","The handle looks braided and is light brown. The rim looks like 3 pieces of wicker going horizontal with other pieces going vertical. The basket itself looks like it is woven, almost like a belt through belt loops."
knco59ak_5kddifip_g6k2jo3i,033.png,"It is light brown, the bottom has 2 very small pieces that stick out like feet., There is a face of an animal, possibly a bunny or other small mammal., 1 ear is present on the right side., The eyes have red in the bottom parts., There are whiskers on each side of the nose., The face is looking straight towards you.","The bottom portion has 2 tiny pieces that represent feet., It has the face of a small animal with some red eyes and whiskers facing you.","Looks like a small animal looking straight ahead at you, You can see 2 eyes with red, whiskers, ears, and two small pieces of wood at the bottom that are probably feet.","Looks like a small mammal looking straight at you. It has red in the eyes, some whiskers, ears, and at the bottom are two small pieces that are supposed to be feet."
knco59ak_5kddifip_g6k2jo3i,037.png,"It is cylindrical in shape, and is a taller basket like a clothes hamper., You can see inside the basket at the top and there are 5 visible white lines., It has two handles on each side of the top of the basket., The white lines are thick, and I think these are actually openings in the basket., It is the tallest basket that I have on my screen.","It is a tall basket, potentially the tallest on the screen., It is brown., You can see inside the basket and see 4 thick white lines that are probably light shining in., You can also see a small thick white line on the left inner portion too., It has 2 handles that are thin on either side of the basket.","Cylindrical in shape with small handles on each side of the basket rim, There are 5 thick white lines on the inside of the basket, the tallest basket.","It is cylindrical, the tallest basket. It has 5 thick white lines on the inside that look like light coming from outside the basket. There are small handles on both sides of the basket's top rim."
knco59ak_5kddifip_g6k2jo3i,040.png,"The bottom is light brown, almost beige in color., The middle portion of the basket is a dark brown with 3 or 4 wicker pieces that are vertical and visible., The top rim is beige in color and on top of that there is a thick brown piece that looks braided., The handle is dark brown and almost forms spheres where it connects to the basket.","Beige bottom, Beige rim with a spiraled dark brown piece on top of that., The handle is a thicker piece where it looks like spheres when it connects to the basket., The middle portion of the basket has dark brown pieces going horizontally, with 4 or 5 pieces going vertically on the outside of the horizontal pieces.","Bottom is beige in color, Middle has about 5 pieces going vertical with a darker brown for the pieces under it that are horizontal, The top rim is beige with another part on top of it that is darker brown, The handle is dark brown and looks like spheres where it attaches to the rim.",The bottom is beige. The middle has pieces going vertical and darker brown pieces going horizontal. The top rim is beige with a darker brown piece on top of it that looks braided. The handle is dark brown and looks like spheres where it attaches to the rim.
knco59ak_5kddifip_g6k2jo3i,065.png,"The wicker on this basket looks like it is diagonal., If the wicker were the hands of a clock they would be pointed towards 11., The left handle is brown and thick, with what looks like a small handle below that., On the right side the handle looks like it is 2 handles very close together., You can see slightly inside the basket and it almost looks like there is a second basket within it., You can see a small light brown line that looks like the rim of another basket.","The wicker pattern is diagonal., The right side looks like it has multiple handles next to each other., The left side looks like there is a handle at the top of the rim and another handle below that on the inside., You can see inside the basket and see what looks like a light brown rim of another basket.","It looks like there are two handles on the right, and 2 handles on the left, The wicker pattern is diagonal, It almost looks like there is a basket inside of the basket.",Looks like there are two handles on the left with one higher than the other. It looks like there are 2 handles on the right very close to eachother. You can see inside the basket and it looks like there is a thin brown rim inside it - almost like there are 2 baskets. The wicker pattern is diagonal.
knco59ak_5kddifip_g6k2jo3i,076.png,basket with a bunny head,"The top portion looks like a bunny facing the right., You can see 1 black eye and the ears are behind the head.","Looks like a bunny looking to the right, You can see an eye and ears pointed backwards.",Looks like a bunny looking to the right. You can see an ear and a black eye.
knco59ak_6hwoscz8_gdoo1cr3,001.png,"smooth basket with one handle, you can't see the wicker texture as much as the others, you can just barely see the inside edge","smoother looking than the others, It is round and has one handle, you can see inside very slightly, There's no black stripe or anything inside",smooth medium brown basket with one handle,Smooth round basket with one handle
knco59ak_6hwoscz8_gdoo1cr3,009.png,"placed a little bit diagonally, brown wicker at the bottom half, white-ish looking wicker upper half, then the top lip of it is brown again, large handle that looks like two handles that are held together at the top, does not have any black band","This one has what looks like two handles that are bound together at the top, It has a medium brown rim, then a white stripe and then brown at the bottom","wicker basket with two handles that are bound together at the top, Medium brown rim, then white stripe, then medium brown bottom, Placed diagonally","basket with two handles that are bound together at the top, White stripe at top and brown below, Brown rim"
knco59ak_6hwoscz8_gdoo1cr3,012.png,"leftmost on bottom row, it is a greenish looking wicker, with a light brown rim at the bottom and top, The handle matches the rim color, you can't see inside it at all","we are looking at the side and can't see into the basket at all, The basket is mostly a greenish wicker, The top and bottom edges and the handle are medium brown, though","greenish wicker, a medium brown stripe at bottom and top, The handle is brown, you can't see inside it at all","Basket with greenish wicker, Medium brown stripe at bottom and top, Brown handle, You can't see inside at all"
knco59ak_6hwoscz8_gdoo1cr3,015.png,"a picnik basket that has a handle in the middle, You can see inside the basket on one side but not on the other side, which is covered","a picnic basket that is closed on the left side and open on the right, you can see in it a little bit on the right side, Handle is in the middle",the picnic basket that's open on the right side but closed on the left,picnic basket that's open on the right and closed on the left
knco59ak_6hwoscz8_gdoo1cr3,017.png,"medium brown basket that's oblong, It is angled very slightly diagonally, The sides of it curve, The handle goes across the wider part of it and attaches to the basket up higher than the sides of the basket curve in a little bit vertically, You can see some of the interior of the opposite side","A medium brown basket that's a little diagonal, We're facing the wider side, The rim is wavy, There's one handle and it attaches a little higher than where the basket curves in vertically",medium brown basket with back rim that is wavy,"medium brown basket that you can see into a bit, The opposite rim is wavy"
knco59ak_6hwoscz8_gdoo1cr3,019.png,"looks like an Easter basket, You can see a lot of interior bottom, It's round and is very light brown except for the rim and a dot in the center of the bottom, These are a medium brown","round basket that looks like an Easter basket, You can see a lot of the interior bottom, It is light brown except for the rim and a dot in the center of the interior bottom: these are medium brown","looks like an Easter basket, You can see a lot of the interior bottom, Light brown overall with medium brown rim and dot in center of the bottom","round Easter basket that you can see the interior bottom, Light brown except for the rim and center dot, which are medium brown"
knco59ak_6hwoscz8_gdoo1cr3,022.png,"medium brown, The basket part of it is short and the handle is big, You can see very little of the inside, just the interior of the lip farthest away from us, The rim of the basket and the handle are slightly lighter brown than the rest of it","it's a wide basket that has a large handle, We are facing the wide side of it, The basket itself is a little darker brown than the rim and the handle, You can see the interior of the opposite rim a little bit","wide basket with short basket area and a large handle, The handle goes straight up and then curves and goes straight across","wide basket with large handle, The handle goes straight up, then curves, then goes straight across, You can only see a little of the interior"
knco59ak_6hwoscz8_gdoo1cr3,033.png,"rightmost on the top row, the basket looks like a cute animal, maybe a mouse or rabbit, It is light brown, has whiskers and is looking toward us, angled slightly to our left","the basket is the cute animal that does have whiskers, It's facing us but very slightly looking to the left, It has little feet",cute animal with whiskers and little feet,cute animal with whiskers and little feet
knco59ak_6hwoscz8_gdoo1cr3,037.png,"looks like a laundry basket, it's a tall cylinder with two small handle on either side, You can see inside the far rim a little bit, it looks like there are square holes letting in light there","the one that looks like a laundry basket to me, A tall cylinder, Two very small handles on either side","basket that looks like a laundry basket to me, Tall cylinder, You can see little squares in the back letting in light","looks like a laundry basket, tall cylinder, You can see little squares in the far side that are letting in light"
knco59ak_6hwoscz8_gdoo1cr3,040.png,"rounder than the last one, purplish or very dark brown looking wicker, Light beige stripe at the bottom and the top, The top rim and the handle are brown, You can't see inside it","a round basket with purplish wicker in the center, There's a beige strip on the bottom and the top, Then the rim and the handle are a medium brown, You can't see inside it, Where the handle meets the basket, there are rounded bumps, like the material of the handle is wrapping around the lip of the basket","round basket with purplish looking wicker in the center, Beige stripe on the top and bottom, Medium brown rim and handle","round basket with purplish wicker in the center, Beige strips above and below the purplish part, Rim is brown and handle is brown"
knco59ak_6hwoscz8_gdoo1cr3,065.png,"is a round basket with two handles, You can see a little light through the handle on the left, You can see a bit inside the basket and it looks to me like there's a smaller basket tucked inside","the basket with another basket tucked inside, The exterior basket has two handles on either side, You can see a little light through the left handle","basket that has another basket inside it, Exterior basket has handles on either side, The left handle you can see a little light through","Basket with another basket inside, Two handles, You can see through the left handle a little"
knco59ak_6hwoscz8_gdoo1cr3,076.png,"in the upper left corner, should look like a rabbit facing to the side","it's the rabbit that's facing diagonally to our right, You can see the rabbit ears, It doesn't have any whiskers","Rabbit that is facing diagonally to our left, you can see the rabbit ears, It's facing diagonal right",Rabbit basket that's facing diagonally to our right
knco59ak_d42tx12m_or8l74is,001.png,"has a round handle, the base is circular, the same color as the base, medium brown","a small medium brown basket, circular, one color","a smooth rim and a circular base, The base gets slightly smaller towards the bottom, its small and has a perfectly round handle, its symmetrical, the weaving is small, its kind of shiny","lighter brown, circular, and has light reflecting off the rim"
knco59ak_d42tx12m_or8l74is,009.png,"two colors, handle that divides into two, like a round rectangular base","half white, half light brown, the handle splits into two","half white and half light brown, The handles split into two","top half is white, and bottom half is brown, The handle divides into to, two"
knco59ak_d42tx12m_or8l74is,012.png,"a dark base and a lighter rim and handle, rectangular, dark brown base, medium brown rim, dark brown and light brown, one handle","smaller, has a dark brown base and a med brown rim and handle, the base seems to be rectangular, the handles are similar though, there's a strip of light brown weaving at the very bottom of the base, its the same color as the rim and handle","medium brown handle, rim, and strip at the very bottom, they're all the same color, the body of the carrier is dark brown, rectangle with a roundish handle, the middle of the basket is dark brown, also, there are vertical lines that are the same brown as the handle, rim, and very bottom, the lines are very thin","the one with vertical lines, dark brown and light drown, brown, just one, rectangular"
knco59ak_d42tx12m_or8l74is,015.png,looks like a picnic basket,"rectangular picnic baskey, it has two openings","the basket from the last round with two openings, picnic basket",the picnic basket w two openings
knco59ak_d42tx12m_or8l74is,017.png,oval and light brown,"has a weird opening, light brown all over",solid light brown with a weird opening,has the weird opening
knco59ak_d42tx12m_or8l74is,019.png,"a shallow light brown basket with a dark brown rim, one handle, a perfect circle","a shallow circle basket, base is lighter and the rim is medium brown, the handle matches the base, and there's a dot in the center that matches the color of the rim, kind of oval, like a hamburger bun","shallow, light brown rim, theres a dot in the center of the bottom of the basket, the dot is the same color as the rim, I can clearly see the bottom of the inside","the one I said I could see the bottom of, you can see the inside of the basket"
knco59ak_d42tx12m_or8l74is,022.png,"has a squareish handle, medium brown, the rim is lighter, as well as the handle","the photo of it is at a face level angle, the handle and base is like a rounded rectangle, the handle is larger than the base, its light brown and two colors, one large handle, a handle that's larger than the base, the base gets slightly smaller in size as it goes down, solid medium brown, theeres a section in the middle that's woven differently, there are technically two colors, but they're very similar shades, I would say both colors could be considered medium brown, the handle is perfectly symmetrical, like a rounded rectangle, the rim, bottom, and handle are the same brown, the section between the rim and very bottom is a very slightly darker shade of brown, I wouldnt describe it as dark brown though",a large square handle,the one with the square handle
knco59ak_d42tx12m_or8l74is,033.png,"bunny basket with whiskers, lighter brown",the other bunny basket,bunny w/ whiskers,the whisker bunny
knco59ak_d42tx12m_or8l74is,037.png,"large cylinder dark brown basket, with two handles",,"the largest basket from the last round, looks like a soda can",the big soda can
knco59ak_d42tx12m_or8l74is,040.png,"circular dark brown base with a white rim, circular","a small circular basket, dark brown and white, the handle is a bit misshapen, there's a stripe of white weaving directly below it, the handle is dark brown too, there's a strip of white weaving under the rim and at the very bottom of the base","a misshapen handle, its dark brown, two white strips on the top and bottom, it looks dry","the dry looking basket, The handle is warped, its dark brown with white strips on the top and bottom"
knco59ak_d42tx12m_or8l74is,065.png,"similar to the 9th one, a cylindrical shape, dark brown, the two handles are small, angled outward","the shorter cylindrical basket from the last rounf, round, it has two handles, this basket has a smaller basket inside of it",the outward angles handles,the basket with the smaller one inside of it
knco59ak_d42tx12m_or8l74is,076.png,"in the shape of a bunny, like an oval, no handle on it",the first bunny basket from the last round,the other bunny,the bunny without whiskers
knco59ak_esgfbf8h_tyn00k1z,001.png,round and smooth with some shine,"deep, rounded basket with a heavy, very dark brown black handle and a main body woven in a tight, interlocking square or diamond pattern of reddish-brown wicker, a unique criss-cross woven decorative band just below the rim","deep, round, antique-style bamboo or reed basket with a patina of warm reddish-brown, featuring a tight, fine twill weave across the body, a decorative woven band, and a thick, dark brown wooden handle","deep, round, antique style bamboo or reed basket with a patina of warm reddish-brown, featuring a tight, fine twill weave across the body, a decorative woven band, and a thick, dark brown wooden handle"
knco59ak_esgfbf8h_tyn00k1z,009.png,"open, oval brown wicker basket with a high handle, distinguished by the woven horizontal band of light and cream-colored wicker and small maroon decorative ties.","a shallow, oval wicker basket featuring a smooth, warm tan weave accented by horizontal bands of off-white, a high handle with small decorative reddish-brown and white wrappings","shallow, oval wicker basket featuring a smooth, warm tan weave accented by horizontal bands of off-white and a high handle with small decorative reddish brown and white wrappings","shallow, oval wicker basket featuring a smooth, warm tan weave accented by horizontal bands of off-white and a high handle with small decorative reddish brown and white wrappings"
knco59ak_esgfbf8h_tyn00k1z,012.png,"a rectangular, open basket with a strong color contrast, The body is dark olive green/grey green wicker, while the rim, base, and handle are natural reddish brown wicker.","a rectangular woven willow or wicker basket with a striking two-tone design, a central body of dark green-gray rods framed by a prominent, twisted handle and trim of warm reddish-brown","rectangular woven willow or wicker basket with a striking two tone design, featuring a central body of dark green-gray rods framed by a prominent, twisted handle and trim of warm reddish brown","rectangular woven willow or wicker basket with a striking two-tone design, featuring a central body of dark green gray rods framed by a prominent, twisted handle and trim of warm reddishbrown"
knco59ak_esgfbf8h_tyn00k1z,015.png,golden brown wicker picnic basket with a high central handle and one half of the hinged lid propped open.,,half open basket,the half open basket
knco59ak_esgfbf8h_tyn00k1z,017.png,"uniform honey brown, oval open basket with a high handle and a clearly defined braided trim forming the top rim","a medium, smooth, oval-shaped wicker basket with a light honey-brown color, an upward-sweeping, asymmetrical rim, a high, twisted handle","a medium, smooth, oval shaped wicker basket with a light honey-brown color, featuring an upward-sweeping, asymmetrical rim and a high, twisted handle",curved on the top of the basket
knco59ak_esgfbf8h_tyn00k1z,019.png,"a wide, shallow, round open basket with a light colored handle and base, featuring a contrasting, distinct horizontal band of dark reddish brown wicker around the lower side walls",the most shallow basket with light cream color,the most shallow basket,most shallow
knco59ak_esgfbf8h_tyn00k1z,022.png,"small, round basket with a twisted/braided handle, featuring a light, open rattan top rim and a tight, darker, mixed material weave in the lower body","small, round, woven wicker basket, decorative tight weave of warm brown/khaki around the base, light tan/beige of the thicker, twisted handle and upper structure, second most shallow",the second most shallow basket,"small, round, woven wicker basket featuring a decorative tight weave around the base and a thick, twisted handle, the 2nd most shallow basket"
knco59ak_esgfbf8h_tyn00k1z,033.png,"the other animal shaped basket, it has two eyes and whiskers.",the other animal,animal with whiskers,the other animal whisker basket
knco59ak_esgfbf8h_tyn00k1z,037.png,"the large, tall, cylindrical basket made of reddish-brown wicker with a tight weave, featuring two small loop handles on the rim and distinctive braided trim bands at the top, bottom, and upper middle section",the tallest basket,the tallest basket,the tallest basket
knco59ak_esgfbf8h_tyn00k1z,040.png,"a small, rustic, open top basket with a very thick, twisted multi-tone handle and a body made of rough, dark brown and green wicker, accented by a row of small, light colored dots below the dark rim.","small, rustic, deep-sided gathering basket made of thick, unstripped willow rods, distinct color zones ranging from dark brown on the handle to greenish-tan on the lower body","small, rustic, deep sided gathering basket made of thick, unstripped willow rods, featuring distinct color zones ranging from dark brown on the handle to greenish tan on the lower body","a small, rustic, deep sided gathering basket made of thick, unstripped willow rods, featuring distinct color zones ranging from dark brown on the handle to greenish tan on the lower body"
knco59ak_esgfbf8h_tyn00k1z,065.png,"a set of three nested round storage baskets made of dark, variegated brown wicker with a tight, diagonal cross hatch weave.","a deep, round, nesting rattan storage basket with two side handles, a distinctive two-tone, crisscross weave of warm tan and dark brown material","deep, round, nesting rattan storage basket with two side handles, featuring a distinctive two-tone, crisscross weave of warm tan and dark brown material","deep, round, nesting rattan storage basket with two side handles, featuring a distinctive two-tone, crisscross weave of warm tan and dark brown material"
knco59ak_esgfbf8h_tyn00k1z,076.png,"shaped like rabbit, one eye",the rabbit with one eye,other rabbit with 1 eye,rabbit with one eye
knco59ak_hjrv83g6_pe41te3z,001.png,"looks like a bucket, could be wicker, very tight weave no spaces, Bit of a gloss to it, half circle handle with round top, Very dark handle, just one, a bit of a rim like an inch thick around the top of the bucket/basket, rounded bottom, dark, very dark brown, darker than the basket itself","basket all dark brown, bit glossy, darker handle, looks round, not squared off at the bottom, tightest looking weeve almost looks plastic","tight weave, looks plastic, dark brown, round, rounded off bottom, dark handle","dark handle, rounded basket, looks plastic tight weave"
knco59ak_hjrv83g6_pe41te3z,009.png,"2 tone, The top is white, bottom brown, 45 degree angle look, can see the top of the inside, the handle is a single handle, where it attaches it forms a ""V"" and connected to the basket with the 2 legs, the handles has a white strip just above where the ""V"" starts","white basket, brown top/bottom, ""V"" handle","V, white basket, white strip above the V","white top basket, V handles with strips of white above the V"
knco59ak_hjrv83g6_pe41te3z,012.png,"2 tone, light brown top and bottom inch, Shorter handle, slight curve all the way, Side view, cant see the inside at all, darker look than 5 was, basket is rectangle with curved handle","rectangle basket, brown top/bottom inch, straight on no inside, very dark center","very dark center, light brown top and bottom, and handle, straight on no inside view, rectangle basket","very dark center, brown top and bottom and handle, no backside view"
knco59ak_hjrv83g6_pe41te3z,015.png,"old school picnic basket look, wicker, loose weave, has 2 lids, one on either side that flip open, handle is a bit thick, side view, right side open, left closed","picnic basket, right side open, left side closed","Picnic basket, left side closed, right side open","picnic basket, left side closed, right side open"
knco59ak_hjrv83g6_pe41te3z,017.png,"almost looks like a purse, has a curved top rim, dips down a bit","the purse, curved top rim","purse, dipped rim","purse, dipped rimm"
